score,comment
10.0,위생 숙소위치  친절  방음  요청사항. 전부다 빠짐없이 최고 였습니다. 단점이라면 조식  런치 다 이용했는데  식사이용권 패키지 있었으면 좋겠고   음식 풀때 맨손으로 만지고  장갑 안끼고  마스크 안쓴상태에서 침 다튀기며 말하면서 이용하는 비매너 손님은제제가 필요해보였습니다.
10.0,"직원분들 모두 친절하시고~ 호텔 문앞에 처음 도착할 때 그리고 체크 아웃 후 떠날 때 컨시어지 직원분들 정말 친절하게 열심히 차에 짐 옮기는거 세심하게 도와주시고 감사해요~
야외 인피니티 풀 사용할 때 비가 왔는데 조용하니 바다와 함께 뷰를 보고 있으니 마음이 평온해졌습니다.
주말만 디너 뷔페가 있는건 조금 아쉬워요~;
평일이라 디너 뷔페가 없어서 가까운 제주 신라 호텔 더파크뷰를 이용했어요;;
나머진 모두 만족합니다^^"
10.0,"아이와 함께한 여행이었는데 호텔내 영어키즈클럽은 아이 나이가 많아서 참여가 어려워서 수영말고는 특별히 할게 없었습니니다.

입실하자마자 수영장에 가서 해지고 들어와 자고  다음날 아침먹고 수영장 가서 놀다보니 집에 가는걸 아이가 너무 아쉬워 했습니다.

야외수영장 컨디션이 매우 훌륭하여 날씨운도 좋았지만 수영하며 놀기에 너무 좋았습니다.

직원분들의 전체적인 응대도 아주 친절하셨고  수영장에서 먹은 치킨도 맛이 좋았습니다.

수영장 수온은 저녁때 더 높아져서 따스했는데 썬베드쪽에는 따로 난방기가 없어 바람이 많이 불거나 겨울에는 물밖은 매우 추울것 같네요~
"
10.0,"아주 훌륭한 최신상다운 호텔였습니다.
인피니티풀은 어디도 따라올수없는 최장의 아름다운 뷰를 자랑하고 수온도 아이와 밤수영까지 하기에도 아주 따뜻하고 좋았습니다. 그리팅부터 직원들이 친절하게 대해주고 문앞까지 나와서 인사해주는 아주 대접받는 느낌였습니다. 아이가 수영장을 너무 고대하고 이 호텔에 대한 기대감으로 부풀어있다고하니  더 즐겁고 기대에보답하는맘이라며 직원분께서 룸도 업그레이드해주셔서 뜻밖의 선물받는기분이었습니다.  서비스 청결 직원태도 조식  모든게 퍼펙트한  시간이었습니다. 재방문 의사100프로입니다."
10.0,"호캉스 제대로 하고 싶어서 선택했습니다. 따뜻한 온수풀에 자쿠지까지 있어 중간중간 추울때마다 몸을 따뜻하게 유지할 수 있었습니다.  수영장에서 찍은 사진들은 모두 해외에서 찍은 사진처럼 이국적인 풍경처럼 보이고 고급스러워 보였습니다. 

다만 4식구가 자기에 침대가 좁아(싱글1  더블1) 침대를 붙여 사용했습니다.(프리미어패밀리:엑스트라베드추가안됨)

직원들 모두 친절했습니다. "
10.0,파르나스 프리미어 킹베드로 2박을 하였는데  우려와 달리 객실과 테라스가 상당히 넓어 이틀을 쾌적하게 머물 수 있었음. 바로 정면으로 바다가 보이는 전망이어서 만족도가 매우 높았음. 수영장 이용 시설도 모두 편리하고 조식도 만족스러웠음. 
10.0,"캐리어를 방으로 직접 옮겨주시는 서비스도 너무 좋았고  직원분들이 다 너무 친절하셨어요.
패밀리 라운지에서 아이들도 재미있는 시간을 보냈습니다.  바로 옆에 편의점이 있는 부분도 좋고  
무엇보다 객실에서의 뷰가 너무 좋습니다. :)
 "
10.0,"여행의 머묾이 기억에 오래도록 남는 숙소였습니다. 인피니티풀이 인상적이었고  조식의 퀄리티가 좋아 점심까지 거를 정도로 배불리 먹을 정도입니다. 직원들의 친절이 여행의 지친 피로를 날리게 할 정도로 이곳의 머묾이 참 뿌듯하게 느껴질 정도였습니다. 
다시 한번 제주를 찾는다면 이곳이 될 것 같습니다."
10.0,친절  룸 컨디션 너무 너무 최고입니다. 1층 바에서 하이볼 마셨는데 최고에요. 달지않고 깔끔한 보리소주 하이볼 추천해주셨는데 그 맛이 잊혀지지 않아요. 깔끔하고 향긋하고 너무 좋은시간 보냈습니다. 바텐더님이 술 추천도 너무 잘 해주셨습니다. 제주도 가면 또 파르나스에 묵고 싶네요. 바랑 수영장 때문에 재방문 의사가 있습니다.
10.0,"올해 해외여행도 못가는 상황이라 호캉스 즐기자는 마음으로 6번째 제주 호캉스를 즐기러 왔습니다.
파르나스는 다른 특급호텔과 비교하면 단연 돋보였습니다. 국내 최장 길이의 인피니티풀이 일단 압도적이었고  조식 뷔페의 퀄리티 또한 최고였습니다. 사실 새로 오픈한지라 시설은 당연히 좋을것으로 기대하고 서비스는 크게 기대 안했는데 모든 직원들이 너무너무 친절하셨습니다. 마지막까지 친절한 미소로 리무진 정류장까지 데려다 주시고 지나갈때마다 반갑게 맞이해주시던 모든 직원분들 덕분에 정말이지 너무 기분좋게 머물다 갑니다. 오직 날씨가 도와주지 않았지만 가을에 다시오게 될 날 기대하려 합니다."
10.0,"수영장 좋단 얘기를 미리 들어서 기대했는데
기대 만큼 넓고 물도 따뜻하고 좋았습니다. 직원분들도 친절하고 시설도 만족했어요. 무엇보다 색달해변이 바로 이어져서 산책하기도 좋았습니다."
10.0,도착하는 순간부터 나오는 순간까지 만족스럽고 행복한 여행이었어요. 손님이 짐을 들고있는 모습을 못보시더라구요!! 짐 옮겨주시고 체크아웃할때는 식사예약해놓았다고 하니 그동안 짐도 맡아주시고 너무 감사했습니다. 호텔 들어서면 엄청 향기롭고요. 숙소도 굉장히 청결하고 넓고 뷰는 기대안했는데 엄청 좋은곳으로 주셨더라구요. 파르나스호텔로 호캉스가길 잘한것 같아요. 심지어 크롬캐스트로 넷플 티빙 다 볼수 있어요!! 진심 거기서 살고싶었어요… 저는 너무 강추강추 드립니다. 콘페티 밥도 맛있어요!!!
10.0,"어릴 적 어머니가 데려온 제주에 보답하고자 모셔온 파르나스 호텔은 어머니가 감동을 넘어 벅찬 감정을 느낄만큼 웅장하고 세련미를 갖춘 숙소였습니다.
호텔은 편안함도 중요하지만  새로운 경험의 장입니다.
그러한 새로운 경험을 주기에 파르나스는 최고의 선택이었던 것 같습니다."
10.0,"룸조명을밝게할수있고
바닥이쇼파부분만카펫인점
전체적인개방감과테라스까지관리가잘되어있어기대이상이었습니다.
호텔1층에편의점있고
공항버스정류장있어
렌트없이호캉스로재방문하고싶습니다.
수영장 조식도굿~"
10.0,주위의 호텔 모두 가봤는데 정말 여기만한데가 없어요. 시설이 새거라 너무 깨끗하고 수영장은 압도적으로 좋아요 그리고 수영장 수질 관리가 비교가 안될정도로 잘 되어 있어요. 조식은 좀 비싼데 1층 플로트 라는 식당 매우 맛있어요. 여행 하다보니 지쳐서 집에 가고 싶은데 여기는 그냥 더더 오래 있고 싶은 곳이네요. 무조건 여기입니다
9.6,"주차장 뷰만 아니라면 최고의 휴식이자  나에게 줄 수 있는 최고의 선물이 될 수 있는 숙소입니다.
후기만큼 직원들 친절하시고  응대도 빠르구요.
수영장의 널찍한 공간도 좋고  호텔을 둘러싸고 내려가다보면 색달해변가의 서핑족도 만나볼 수 있어요
해안가에서 석양 맛집 클리프까지 이어지는 산책코스도 나름 재미납니다.
아쉬운 점은 베딩 컨디션이 조금 떨어지고  사우나 대중탕이 없다는 거에요.
식당들도 조금 가격대가 있구요.

 "
9.6,"호텔시설.직원들의 친절도.맛있는조식.훌륭한 인피니트풀.아름다운뷰. 대부분 만족스러운 숙박이였어요
하지만 입실시 앞전 숙박객이 남기고간 쓰레기가 봉투째 문뒤에 남겨져 있었고 프런트에 얘기를 했음에도 치워지지 않았어요. 코로나 시국에 엄청 찝찝했음.
발코니 창부터 야외테라스에 먼지가 너무 많았고 화장실에 환기팬  작동여부가 의심스러울 정도로 미약했어요
그 외에는 너무 만족스러운 2박 이였습니다. 특히 조석이 맛있었고 인피니트풀이 너무 좋았어요
담에 기회가 된다면 다시 가고싶네요"
10.0,"가격 위치 주변환경 다 필요없고 직원들 엄청 친절하고
서비스 너무 좋습니다 생각했던거랑 다 별차이 없었지만
전체 직원들 태도랑 미소가 6성급 보다 좋았습니다
연박하고 싶었지만 예약이 차서..  
다음에도 꼭 이용할꺼같네요 "
10.0,"제주에서 S호텔이 젤 좋다고 생각했는데
그생각이 완전 바뀌었어요 
직원분들 친절도  룸 컨디션  호텔자체 수영장
다 모든게 1000점 입니다.
다시 또 가고싶네요!!!"
10.0,"구 하얏트일때 가보고 얼마만에 다시 찾은 파르나스 너무 호텕도 고급지고 직원들도 친절하고 수영장도 너무 좋아서 
이가격에 정말 만족합니다 ^^"
8.8,가성비는 별로
10.0,수영을 못하지만 수영장에서 물놀이가 즐거웠습니다. 샤워실과 체온조절실 그리고 스낵바에 실내 수영장 모든 시설이 사용자의 편의를 세심하게 배려해 설계된점이 인상깊었습니다.
10.0,수영장이 단연최고이고 직원들  위생청결정ㄷㅎ가 최고였어요!!
9.2,"뷰는 너무 최고임
수영장도 넓고 좋은데 겨울에 바다바로 앞이라 바람이 너무 세서 인피니티풀은 즐기지 못했어요
패밀리룸 이용했는데 객실이 좀 작았어요..
패밀리라운지는 아이들 이용하기 좋았어요~"
10.0,"아이들고 함께 다녀왔습니다.
시설은 물론이고 청결  그리고
모든 관계자분들의 친절이
별이 다섯개밖에 없다는게 
너무나 아쉽습니다."
6.4,"파르나스 맴버쉽에 대한 직원들의 숙지가 안되어 있는 점은 반드시 시정되어야 합니다. 또한 연휴동안 파르나스 호텔 본사가 운영되지 않아 맴버쉽 서비스를 받을 수 없음에도 추가 비용을 계속 지불하며 호텔 내부를 이용하였는데 어떤 보상과 지원도 호텔 측에서 제공되지 않았습니다. 

또한 스파샵은 3회정도 이용하였는데 매번 최악이였으며 구매 또한 풀패키지로 하였음에도 고객 응대 및 추후 서비스가 형편 없었습니다.

수영장은 이용시마다 외국인이 몰래 수영복 입은 본인과 투숙객들을 촬영하는데 강력한 조치가 이루어지지 않았습니다. 그래서 더운 날씨에도 셔핑용 패딩을 입고 수영장에 방문해야만 했습니다.

이 모든 것이 불만족함에도 파르나스를 꾸준히 방문한 것은 몇몇 호텔리어 분들의 진심어린 노력과 친절 덕분이였습니다.

야간 신창석 지배인님  이문정님 또 성함은 모르지만 바에서 늘 따뜻이 맞아주시던 날씬하신 단발머리로 자르신 교정하신 매니져님^^

늘 감사하고 앞으로도 소중한 인연 잘 이어나가겠습니다. 새해 복 많이 받으세요♡"
10.0,"직원분들 친절해요!! 호텔 내에 볼거리도 많고 룸 컨디션 좋습니다. 특히 야외풀이 미쳤어용!! 조식은 쏘쏘해요. 전반적으로 또 오고싶은
숙소입니다🫶"
10.0,"흠잡을 것 없이 모든 것이 완벽합니다.
제주도 올 때마다 무조건 여기로 픽 하려구요"
10.0,시설  서비스 모두 만족입니다.
10.0,파르나스 또가고싶어요 
10.0,호텔  식음  서비스까지 다 만족스러워요! 다만 방음은 잘 안되는 것 같아요 :'( 
10.0,직원들도 넘 친절하고   너무 부대시설도 좋았다 .다시가고싶은 호텔이다 
10.0,완전만족한 숙소입니다
10.0,오션뷰굿
10.0,"인피니티 풀 원하는 대로 이용할 수 있어요
객실에 테라스도있어서 너무 쾌적했어요
침대도 넓고 깨끗했고
직원분들도 친절하시고 대만족입니다"
10.0,"아이 두명과 함께 이용했어요
제주에 가면 다른 호텔을 이용하다 처음으로 방문해서  1박만 했는데 온전히 이용하기에 시간이 부족했어요 전체적으로 너무 만족했어요
이제 제주는 파르나스 입니다"
10.0,가족 모두 만족도가 높았으며 수영장이 정말 크고 따듯. 직원 정말 친절. 로비 부대시설도 좋음
10.0,"모든것이 완벽했던 숙소
제주에선 이곳이 원탑"
10.0,"비수기라서 사람도 붐비지 않고 적당한금액에
잘놀앗네여 ㅎㅎ
수영장은 진짜 여기가 최고인것같어여!!"
10.0,"위치좋고 뷰좋고 조식도 맛있고 멋진 수영장까지 너무 만족스런 여해을 만들어주었어요
다음번 제주방문하면 또 가고싶어요"
8.4,편의점 직원이 너무 불친절해요
10.0,태교여행으로 다녀왔는데 바디필로우도 주시고 수영장도 좋았어요.. 또가고싶네요!!
10.0,모든면에서 훌륭합니다
9.6,"복층에 더블침대 3개로 편안하고 쾌적한 곳에사
행복한 시간 보냈습니다. 테라스에서 보는 제주 바다 경치가 너무 좋았네요"
9.6,"수영장 기대하고갔는데 기대를 충분히 충족시킬만큼 만족스러웠습니다. 야외수영장 뷰도 최고였고 온도도 따뜻해서 추운겨울에도 문제없이 수영장을 잘 즐길수 있었습니다. 사이즈도 워낙 크다 보니까 사람들이 몰리는 시간대에도 공간을 넓게 쓸수 있어서 너무 만족스러웠습니다. 다만 이불 안쪽을 걷었을때 갈색 이물질이 묻어있었고 시트 교체를 요청하니까 바로 교체해주셨습니다. 바람이 많이 불어서 완강기가 부딪히는 소음으로 불편함을 겪었지만 바로 방 교체해주셔서 편안하게 남은 시간을 보낼 수 있었습니다.
전반적으로 만족스러웠고 재방문의사 무조건 있습니당!"
8.8,"대부분 가족여행객이라 수영장에 사람이 너무 많고 시끄럽
조용한 분위기는 아님
편의시설 최고
룸 상태 최고
"
10.0,"직원분들 친절도  위생상태  룸 컨디션 어느하나 빠지는 것 없이 좋았어요
수영장 이용도 너무 편리했고 뷰도 좋고 전체적인 만족도 5성급에 걸맞는 리조트 입니다
잊을뻔 했는데 조식도 너무 좋아요^^
"
5.6,"이 돈으로. 서비스받으려면 신라.하얏트.롯데가겠음!
가성비로는 위치 뷰는 부영도 오션뷰에.넓은객실은 부영이낳음!
너무좁아서 업그레이드했고 수영장뷰는 정말멋지고좋은데 객실크기.부대시설가격. 직원들태도
전혀 오성급같지가않음
가격대비 서비스가 부족함"
10.0,정말 좋은 최고의 호텔이에요
9.2,"제주 여행에있어 한 부분 행복한 추억을 남길 수 있게 되어 감사합니다.
파르나스호텔 제주는 직원분들이 만들어가는듯 합니다.
도착부터 나가는 순간까지 직원분들의 서비스에 감동받았습니다.
파르나스호텔 제주의 모든 직원분들께 감사를 표하며  언제나 즐거움이 함께하길 바랍니다."
10.0,"직원이 엄청 친절합니다
숙소 청결합니다
음식이 훌륭합니나
또 오고 싶어요"
10.0,가족끼리왔는데 너무 고급스럽고 깔끔해서 부모님모시고 다음에 또오고싶어요
10.0,눈오는 인피니티풀 경험 최고네요
10.0,"드랍존이 아니라 멀리 주차장에서 캐리어 끌고오면 직원분이 주차장까지 와서 캐리어 밀어주고

인피니티풀에서 바람에 튜브가 멀리 날아가 버렸는데 주워다 주셨어요 

순간순간 서비스에서 5성급 호텔에 묵는다는 느낌을 주는 호텔입니다"
10.0,"호텔의 전체적인 컨디션이 넘 뛰어나고
리셉션들어서면 고급스런 디퓨저가 그 큰 공간을 가득 메우고 있어서 힐링 되는거 같아요.
직원들의 친절도는 굉장히 높고
조경 조식 수영장 화장실 까페 등등
모든 시설이 정말 청결한 상태입니다.
제주는 무조건 파르나스 예요!~
주변 관광지도 가깝고 많고 좋아서 관광 다니기 좋아요 "
10.0,"2박3일 동안 너무 좋았어요 
수영장도 식사도 너무너무
"
10.0,조식 수영장 너무좋음
10.0,최고의 호텔.
10.0,"신*가 최고인줄 알았는데 저는 파르나스가 더 잘 맞네요!! 밥도 맛있거 아주아주 좋았습니드
시설도 좋고 다 만족이었습니다!"
10.0,조식도 다양하고 정성이 느껴졌음.  수영장을 이용할거라면 당연히 파르나스로~
10.0,"싼가격대는 아니지만 그만큼 시설부터 룸 컨디션까지 너무 좋아서 어디 돌아다니지 않아도 호텔이 있는것만으로도 충분해요 
역시나 조식맛집이였고 위치도 너무 좋았어요 
3박동안 부모님도 그렇고 저도 그렇고 정말 잘 묵고 잘 놀고 왔어요 
다음 제주여행에도 또 방문하려고 찜해놨어요 "
10.0,"시설 및 수영장 헬스장등 모두 좋았고 
조식도 음청 맛난..
그리고 직원들의 서비스가 매우 좋았습니다"
10.0,수영장 조식이 너무 훌륭합니다
9.6,"탁트인 뷰에 긴 수영장으로인해 사람이 많아도 답답함이 없었어요!
다만 겨울인데 수온이 조금만 더 높았으면 따뜻했을거 같습니다!
산책로는 너무 잘 되어 있어서 밥 먹고 한 바퀴 돌아보기 좋아요!
다만 아쉬운건.. 베개가 너무 불편해서..담이 걸렸어요ㅠㅠㅠ
"
10.0,위치랑 시설 직원들 모두 다 완변학 호텔이었습니다
10.0,수영장 따뜻하고 좋아요
10.0,직원분들이 매우 친절하였고 숙소와 부대시설들이 매우 만족스러웠습니다. 특히 인피니티 풀에서의 수영은 잊지 못 할 추억이 될 듯 합니다. 제주에 오면 꼭 다시 이용하고 싶을 정도로 너무 만족스러웠습니다.
10.0,제주에서 가성비 좋습니다. 아침부페는 매우 훌륭했습니다. 객실 상태도 좋고.. 단 사우나가 옶습니다. 아쉬운 점 입니다
9.6,It's really gorgeous and convenient for family to stay comfortable. Whenever we visit Jeju Island always stay at Parnas Jeju.
8.0,고급스러운 호텔이다. 
9.6,"생각보다 저렴하게 다녀왔는데
수영장 여러번 사용할 수 있어서 좋았어요. 어메니티도 요새 다회용통에 있어서 불편했는데 그렇지 않아서 좋았습니다."
9.2,"뷰가 있는룸 예약 이었는데  뷰가   바다뷰가  삼분의 1  정도  였던것  넘 아쉬었어요 
호텔 입구에서의  안내  부족 함"
10.0,첫 방문 이후로 제주도 갈때마다 항상 이용해요 호텔에 들어서자마자 맡을 수 있는 향기부터 정말 좋아요 넓은 인피니티 풀도 사람이 많음에도 붐비지 않아서 괜찮은 것 같아요 그리고 치킨 맛집입니다 
10.0,수영장이 춥지않고 최고로 좋았습니다
10.0,세번째 방문에요. 숙소 깨끗하고 직원분들 친절하고 음식도 모두 맛있어요.
10.0,시설이 전부 깨끗하고  고급스럽고 정말 좋습니다! 직원분들도 엄청 친절하시고 기분좋고 편하게 쉬다왔습니다!
10.0,4인가족 제주 호캉스로 두 딸이 최고로 손꼽는 호텔입니다. 온수풀에서 보는 바다풍경과 넉넉하고 고급스러운 스위트 객실  친절하고 정중한 직원들  중문관광단지 내 다른 호텔에서 무료픽업까지. 겨울 호캉스로 다시 방문하고 싶은 1순위 호텔입니다. 
6.0,수영장과 편의시설은 좋습니다. 편의점 커피숍 다양한 메뉴의 식당이 있습니다. 하지만 5성급의 서비스와 청소상태는 아니었습니다.  로비는 공사중이라 시장분위기였고 프론트 직원분들도 사무적으로 말씀하셔서 친절한 느낌은 못받았네요. 그냥 그랬어요. 다시 가고 싶다는 생각은 안드네요.
10.0,"오성급 답게 직원분들이 모두 친절합니다
주변 산책로도 잘 꾸며놔서 산책하기 좋았습니다
여름에 가면 더 좋을 것 같아요"
10.0,"수영장이 진짜 좋습니다
호텔 전체에서 나는 냄새도 좋아요
"
10.0,"수영장이 정말 크고 좋습니다
수영장에서 바다 보면서 수영하는기분도 최고
사진 찍기도 너무좋아요"
9.6,난방이 쾌적하고 소음이 없어 아주 마음에 듭니다. 
9.6,베란다 앞이 바다와 연결된느낌
9.6,롯데에서 파르나스로 갑니다
9.6,"맛있는 조식에 감동
수영장 크기와 퇴실후 이용할 수 있어 감동
동생과 재미는 여행을 하였습니다^^"
10.0,추천합니다
10.0,"추운 겨울 온수풀에서 하는 수영은 마치 온천과 같았구요. 헬스장은 운동화 운동복 다 빌려줍니다. 수영장 헬스장 샤워실에서 매일 씻고 올라와서 방에서 샤워를 못해봤네요. 
조식은 먹을 게 다양해서 만족스럽게 먹었고  런치 부페도 이용해보았는데 개인적으로는 런치보다는 조식이 더 만족스러웠습니다. 
다시 와도 파르나스제주에 숙박하고 싶어요!"
10.0,"파르나스 호텔 첫 투숙인데 직원분들이 너무 친절해서 투숙내내 기분이 좋았어요 
엄마와 같이 묵었는데 어머니도 좋아하셔서 저도 좋았네요 다음에도 또 묵을거예요 감사합니다"
10.0,"디럭스킹 오션뷰 3박 4일 묵었습니다.
우선 호텔 주차장에서부터 5성급 서비스가 느껴졌습니다. 짐을 먼저 내리고 주차장으로 가야되는데 주차장에 먼저 도착한것입니다. 와이프가 캐리어를 끌고 가니 직원분이 달려오셔서 캐리어를 대신 챙겨주시더군요. 정말 감사했습니다. 그리고 호텔로 들어가는데 호텔에서 나는 향기가 정말 매력적이였습니다. 와이프는 향나는 제품을 극도로 싫어하는데 파르나스호텔에서 나는 향기는 엄청 좋아했습니다. 그리고 인피니티풀도 정말 놀기 편했고요. 방도 아주 편했고 TV도 꽤나 커서 영화보기도 좋았습니다. 또한 크롬캐스트가 기본으로 지원되서 ott시청도 한결 편했습니다. 딱 하나 단점은 냉장고가 시원하지 않고 냉동실이 없다는건데요.. 이건 뭐.. 충분히 넘어갈수 있습니다. 이용후기 귀찮아서 안적는데 파르나스에서의 기억이 정말 좋아서 길게 남깁니다."
8.4,인피니티풀 물 따뜻해서 겨울에도 놀기좋아요
10.0,"신라라 비교해도 좋아요
장단점이 뚜렸해요"
