score,comment,afinn_score,vader_score,cluster
10.0,"I didn't really expect it as an ocean view, but it was so nice that I felt so nice in the morning ~ The accommodation was clean and spacious and the staff were so kind ~ I want to stay a little relaxed next time ^^",14.0,0.9802,5
10.0,"I stayed for my mother's birthday.
The room is clean, the view is great, and the staff are friendly.
In particular, the garden was well composed, so it was good to walk and breakfast was really satisfied.
There is a street to the convenience store, but there is an ole market nearby, so it wasn't very inconvenient, and we didn't rent a car, but it was easy to move because there was a knife limousine to the airport-hotel.
It is highly recommended for those who are looking for a hostel in Seogwipo :)",13.0,0.9703,9
10.0,"The facilities are cleaner than before, the esthetics are good, the staff are friendly, and the environment is better than anywhere else ~ ^^",9.0,0.8658,2
10.0,"It has been a long time since it was opened, but the infrastructure could be lower than the new hotel.This is the second time this year, but I didn't want to have been here in the meantime",1.0,-0.4824,3
10.0,"Excellent room cleanliness
Employee kindness is also excellent
Very excellent photos around the hotel
Morning exercise course is very good
I can't eat breakfast
I visited (3 times a total of 3 times)
I want to evaluate it as the best price",18.0,0.9712,3
9.6,"I have been children with my parents, but I have been resting well because I have a lot of memories.And as a 5 -star hotel, I think it is the best place.Cleaning the room and the staff are friendly .. ㅎㅎ
But I want to have a more diverse restaurant among the facilities.",6.0,0.9349,2
10.0,"I was worried about traveling to Jeju, but I chose to be good at Ocean View.
It was so good to be able to enjoy the beautiful scenery from the accommodation to the blue sea and the pretty garden sunset.
The hotel looks a year, but it is neatly managed.The staff are also good.
Personally, the only deduction was tasty, but it's a breakfast.",12.0,0.9834,4
10.0,"Friendly staff, delicious breakfast, but well -managed facilities ... The price was very high.",5.0,0.7269,2
10.0,"It is really good to see the best view of Jeju
I think the hotel garden is a paradise, so I can heal all my family friends.",9.0,0.9402,1
10.0,"Morning breakfast and landscaping are very nice
It's a little old, but it's good to be located in a very good landscape.
Healing and feeling
The breakfast was also very satisfying, the food was good, and I ate relaxed, enjoyed the scenery, and the coffee was delicious.
It will come again in the wall",20.0,0.9878,4
10.0,"You must choose Ocean View unconditionally ...!As soon as you enter the room, the blue sea is spread out and it's so good!In addition, there is no other building in front of the hostel, but it is a hotel garden and a sea, so you can just see it.
I also applied for breakfast and ate it for a real price, so I ate it every time.It's just delicious.(It's good to see the beach and garden at the breakfast party)
I was worried that the room was old because the hotel was old, but it was clean and tidy whether it was remodeled before.The cleaning manager was kind and the hotel staff responded well.
Next time, I will go to Seogwipo Kal Hotel again when I travel to Jeju Island ^^",9.0,0.9158,9
10.0,"Compared to the old 5 -star hotel, the room condition is the best

-A air conditioner system that cools down the heating system as soon as the knee
-The Grass in front of the hotel building
-The clean breakfast

I don't remember the details of the details, but it was a lodging that reminded me when I went to play with my parents in the mid -90s when I was young.

I went with my father -in -law's first -generation infant, but I was more impressive than the Kids Pool Villa.",8.0,0.9089,9
10.0,"The surrounding area is quiet and in the middle of Olle 6 -gil, it is also good to walk along the beach road.You can see pretty birds sitting by the window early in the morning.",4.0,0.7269,9
10.0,"I couldn't see the Olle trail garden because I stayed on a bad day, but it was good because the hotel was good ~ ^^
Breakfast is also delicious ~
I rest well ~",6.0,0.9343,4
10.0,"When I first entered the hotel, I didn't know it because it was night, but when I opened my eyes in the morning, the view was really nice.I want to go one more next time",4.0,0.2186,1
10.0,"Thank you so much for the 24 o'clock front response ~
The swimming pool is up to 2m, so I like swimming, we played more fun than the sea swimming.
Most of all, impress the hotel walking course !!The honeymoon house is also close to walking, and we only visited Honeymoon House twice.
I have a good room for the room, I walk around the sightseeing spot, rest well, and play well ~
Next time, if you go to Jeju Island, you will only find Seogwipo Kal Hotel.",14.0,0.9719,9
10.0,"Even though it was old in appearance, the maker hotel was different ~
The Kal Hotel is Korean Air Hotel Ingaroa. The staff are friendly, and the most favorite of the staff is the sense that the employee sees the couple and upgrades it with the sea view ... It is not a maker hotel ~You can enjoy while taking pictures while walking around.",6.0,0.8655,7
10.0,"It's okay because the inside of the stomach is old, so it's okay.",0.0,0.4215,7
10.0,I was very good at 2 days and went very well!The staff were also kind and pleasant!,8.0,0.8879,5
9.6,"When I looked at the dad and my younger brother and the Jeju Island Travel Hotel, the Seogwipo Kal Hotel's view was so good that I was so satisfied..I am willing to go to Jeju Island again !!",5.0,0.6514,1
10.0,"It was an old hotel, but it was remodeled and it was very clean. It was so kind that I felt good.
One thing that's unfortunate is that there is a lack of parking lot ??
But next time, if I go to Jeju Island, I want to use Seogwipo Kal Hotel.",6.0,0.8673,7
9.2,"It's quiet and good to stay whenever you go to Seogwipo.Traffic is not bad.Still, it's more comfortable and better when you have a car.
The walkway in the hotel is also good, but the external walkway is also good.The hotel is old, but the bedding is clean and comfortable.It is recommended if you want to relax, but if you want to relax, it is recommended.However, there is no convenience store inside, so if you don't have a car, it's a good idea to buy it before entering the hotel.
It's also good to eat at the hotel, so if you want to go out, you can use it all the time.Please note that the pool or something is small.",27.0,0.9798,4
9.2,"A woman alone is a very suitable place to take a safe, comfortable and quiet resting rest.
It is connected to Jeju Olle 6-gil and is very good to walk around 2-4 hours.
Tired of work in everyday life.Climb on a trip alone.
<Selection Standards> (Fall 5)
-The cleanliness of accommodation bedding and hygiene: 5 days accommodation, even though it is an old facility for cleaning every day, zero toilet smell.exorcism!
-Interior comfort (5 points): Bedding very clean floor cleanliness fine dust cannot be found.Cleaning state is very good !!
There are very few facilities around.I have a lot of people and I really want to rest and avoid noise, so it's very suitable!
-Safe (5 points)
-I can come by bus (2 points) buses ...It's just a break.
-Oposing and service response (5 points): Very kind ~ !!I want to give more than 5 points.Response speed when requesting service is very fast ~
-The walk in front of the hotel and the nearby promenade (5 points): Sequipotal is connected to the 'Honeymoon House' promenade next to it because the garden is very well.There are many places to see while walking around the art museum connected to the artist's road.Landscape!5 points or more.I want to give 100 points.
-Men convenience facilities (3 points): A variety of diets are not enough to solve in a tribal hotel near the convenience store.
Even if you try to drink a cup of coffee ... the hotel is virtually tasteless, and 'honeymoon house' next to you or a nearby neighborhood in a nearby neighborhood.You can order and eat with an app
-Price (5 points): It is not very appropriate for the above standards.exorcism!!
** Conclusion: If you want to go to work and people in everyday life, go to an uninhabited island and relax and enjoy cultural life.Recommended!",26.0,0.9812,9
9.3,"This winter is cold and finds a warm place and sets up Seogwipo Kal Hotel.
Seoul is -9-10 degrees, but Seogwipo is about 10 degrees during the day.
All limbs are disabled because they are disabled, so they are a good hotel.
Employees were kindly moving to a wheelchair, and reserved a wheelchair
The room is narrow, upgraded to the suite without additional costs, and in a large room
I'm very comfortable.The room is really clean, nice and visible to the sea.
Seogwipo Kal Hotel is really good to see Mt. Halla and the sea.",14.0,0.9731,9
10.0,"The location of the accommodation is Seogwipo Food Street.market.Employee service attitude to the optimal location with Olle 6 length.If you clean the room, you can use the hotel until this time.If you prefer trendy new hotels because it feels like an old building/ modern feeling, you should consider this.",5.0,0.802,7
9.2,The trail connected to the wide hotel site Olle trail is more beautiful than anywhere else.Seogwipo Kal Hotel is a caustic vice.It's healed just by just looking at the view.,3.0,0.6361,2
10.0,"Reservations for accommodation using Agoda are always more than expected.

Seogwipo Kal Hotel was good as a location where you can see the southern sea of Jeju at a glance.
From the reception, I was very grateful and satisfied with the service of the employees.

It is highly recommended for those who want to travel to Jeju.",11.0,0.8922,1
10.0,"There are also room services, but the scenery around the hotel is the best.I visited every year every year, but this time I was able to stay more relaxed as a guest.",5.0,0.6946,9
10.0,"It's a bit old, but the rooms are very clean and well -received and the breakfast is very good.The wide garden and the beautiful view of the beautiful view are very impressive and very close to the city of Seogwipo.It's old, but it's very difficult to build a new location and a large hotel.It is a very good choice for travelers who want to enjoy nature and relaxation.The staff are also very kind.Highly recommended.",23.0,0.9868,5
9.6,"Seogwipo is a place where there is no luxury hotel compared to Jungmun
Seogwipo Carl is a hotel with a great view in front of the quiet beach.
Sometimes I use it to go to Jeju ~
The staff is definitely good.
Every time I go, I check out with a good feeling
Recommended ~ ^^",13.0,0.9136,4
10.0,"It was the best with my mom.Whether it's tourist or amenities, there was no burden on travel.Even wherever you go, the promenade around the hotel was so good that it was healed.It's a 35 -year -old hotel, so it's easy to be a remodeling and the room is clean.It's a mountainside, but you've changed it to the sea view, but the side room is seen from the side.Above all, be sure to include the sauna!The water was so good that I was so happy all the time.The staff are also kind.I will definitely use it next time ~",14.0,0.9751,5
10.0,"Seogwipo Kal Hotel is the best promenade.If you can afford it, I want to do it.The landscape is so good.As it is a tourist destination, the staff are very kind.Although it is old, it is a five -star hotel, so I think there is a reason for finding more expenses.I think I will stay here every year.",9.0,0.6705,1
9.2,"The staff's response was also really kind and nice. The room was clean, so I wanted to be better than other hotels at similar price.I think that",9.0,0.9073,5
10.0,"Employees' services that are welcomed in front of the main entrance at the time of the first arrival of the hotel are as good as a 5 -star hotel in Seoul.It was nice to have a private room assigned room and the sea view was good.Even though it was old, the rooms and management systems, which were neatly maintained, also felt that the brand was different.My parents are so satisfied that they want to come next time.",14.0,0.9248,9
9.2,"It was old, but the interior was clean and comfortable enough to be colorless
I made a reservation with a suite, but I was really grateful for giving me a better room than our reservation.
The bed and bedding are so comfortable.
Not only me but also my husbands were very comfortable. The bathroom was very neat and nice without any old feeling.It was the best because it had a comfortable room and a delicious breakfast.",25.0,0.9955,2
9.2,"It's close to Seogwipo City (Olle Market) ...
Ocean View is awesome with the view of the open sea, Munseom and Sheet Island.
You can also walk lightly.
However, the dinner was a little unfortunate because it opened only on weekends.The breakfast was fine ^^",6.0,0.4927,8
9.2,It is recommended for tours of Seogwipo Jungmun.The staff were all kind and the outdoor swimming pool was not crowded.,4.0,0.6369,5
10.0,"It's an old hotel, so there is an atmosphere",0.0,0.0,7
10.0,"It's New Year's holiday, but the room is upgraded to rest comfortably.",2.0,0.6757,3
5.2,"I checked in and went into the room
There is a piece of about one egg, so a young baby
I almost had to eat, but the employee response
Room cleaning condition was also dissatisfied.",-2.0,-0.5267,3
10.0,"It's close to the Olle market and it's good to see the sea, and it's also good for garden management.Above all, the staff are kind and the room condition is clean.The only disadvantage is that the room is a bit narrow?It is perfect except that.It is even a hotel with the sea in Mountain View.",11.0,0.8779,9
8.8,"It's the first time I've stayed in Seogwipo, but Ocean View is excellent and cleans with private cups.It's a pity that I couldn't see the garden because it was too much snow.",1.0,0.5023,3
10.0,The view was good and it was good to walk.,6.0,0.7003,4
4.8,The guide desk's guidance is bad and asks you to explain.In consistency with a hard attitude,-4.0,-0.5994,2
9.2,Very clean and quiet,2.0,0.4576,9
7.6,"Both Mountain View and Ocean View are excellent.Previously, the interior was old, but this time it was remodeled and clean.Previously, it was a good price, but it is getting rising.",8.0,0.5927,8
8.4,"It was a little older building
It's so clean that I can't feel it
It was comfortable
The morning breakfast was also good and the accommodation
The scenery was so good
The garden in front of the hotel is wide and the grass is well planted
It was good to walk
Seogwipo Olle market is also near
It was very convenient for eating or drinking a drink",13.0,0.9485,4
8.8,he,0.0,0.0,2
7.6,"Kal Hotel is a hotel with a high cost.
The appearance and interior are a bit old, but the surrounding environmental view is excellent and the sauna pool is clean.",5.0,0.8625,7
9.2,Supporting kindness is really cool.But the building itself is old.,4.0,0.7096,7
8.4,It is a hotel that is quiet and given to stay with a family.,0.0,0.0,6
10.0,Recommended as the best satisfaction hotel,5.0,0.836,6
9.6,"It is a good hotel with a quiet, clean and clean and good view.",10.0,0.8807,4
10.0,I used it well.,0.0,0.2732,0
9.6,Background and garden are the best,3.0,0.6369,1
9.6,The landscaping was so great and the staff were very friendly ~ !!,5.0,0.8839,2
10.0,Joao,0.0,0.0,2
9.2,Okay ~,0.0,0.2263,2
8.8,"Although the facility was managed clean, the old age was severe and the soundproofing was too bad.",-3.0,-0.5267,2
10.0,It is a quiet hotel to heal with a quiet hotel.The view is good.The staff are kind,5.0,0.5267,5
8.8,"The staff were very friendly and became a year, but it looked clean, such as bedding in the accommodation.Thanks to Seogwipo Sea, the open wall, I was able to stay in the hostel.It's a bit unfortunate that there is no additional facilities, but I stayed comfortably in every way.",7.0,0.4012,2
9.6,"The location is good and old in Seogwipo, but it gives you clean and pleasant comfort.
Good choice for price.",13.0,0.952,4
3.2,Too old and Korean Air image ruin,-2.0,-0.5859,7
9.2,It's good to walk and the scenery is so good!,6.0,0.7263,4
7.6,"The accommodation is quiet and good, but the lamp is so dark and the lack of amenities.",1.0,-0.25,6
10.0,"I heard that the facility was old
It feels completely different from the facts
The surrounding landscape is so good and recommended to walk
The breakfast was so good and my wife was similar to the hotel I saw.
It was raining on the date of visit
The best scenery!",11.0,0.933,4
9.2,"It is a good facility to stay with parents and children, and safe and good views are the best.",10.0,0.9169,4
10.0,"The lawn and the sea island sky are wonderful.It's so nice to see the natural light shines brightly.The breakfast is so delicious.
 It is a quiet and calm atmosphere, and if you travel for 5-10 minutes, it is downtown Seogwipo.Hotel recommended again.",15.0,0.932,2
10.0,I am satisfied with Jeju Island,2.0,0.4215,0
10.0,It was clean for the price and it was so convenient.The breakfast is also delicious and the accommodation is important for travel.,7.0,0.802,2
9.6,very good,3.0,0.4927,4
9.2,"Heal in a good place to move to a good place with the scenery of Kal Hotel Seogwipo, which is all possible with a fantastic ocean view snow view.",10.0,0.8555,4
10.0,"The hotel location is so good and clean
The staff were all kind
Hotel breakfast is also delicious
I was very satisfied with not looking forward to it
I want to use it again next time ~",13.0,0.9531,5
10.0,"Use every time you go to Jeju Island.Even if it's a little expensive, both locations and promenade are the best.Breakfast",3.0,0.0,1
10.0,Good value for money,3.0,0.6486,4
10.0,"At 6 o'clock at the Carl Hotel, the sunlight, which was sunset, was creating a spectacular view of the top of Hallasan.Every time I come to Seogwipo, I use a knife hotel, but I have both the Kal Hotel Hallasan and the exotic southern sea.
Thank you for being able to use the room at an economical price through Agoda.",4.0,0.6428,7
8.8,"Seogwipo is quiet, sea view, and you want to play in a secluded and wide field!I came to Seogwipo and I am satisfied with it !!",3.0,0.7488,0
9.6,"I went on my first trip with my father and stayed in several places and stayed for three nights after hearing the surrounding scenery and walking.
As it is an old hotel, the facility was not as good as the hotel these days, but it was considered that all other parts were so good!",6.0,-0.6254,7
10.0,It is a hotel with a pleasure to walk every day.Fantastic heaven in harmony with the garden and the sea,11.0,0.8658,1
10.0,"It was painful because the noise was so severe because of the group customer room.This is a situation where the hotel is inevitable, so it is my noise and noise.Even when you stay in the hotel, let's be a manner to avoid noise between floors.",-5.0,-0.816,9
10.0,"If you are staying at Seogwipo KAL Hotel, we recommend that you stay in the sea view even if you have a cost.Sunrise sunset appreciation is available in the rooms.",4.0,0.7003,5
9.6,"It's often coming with a baby, but the facilities are aging, but the promenade is good and the breakfast is good!Ondol room is really good!",9.0,0.8513,4
10.0,Hallasan Sea View,0.0,0.0,5
8.8,"The staff were also kind ~
The sunrise view was so good ^- ^",5.0,0.7987,5
6.0,It's a hotel that doesn't know when it will disappear.,-1.0,-0.2263,7
10.0,"With the history of Seogwipo KAL Hotel, he grew from young people to old age.I hope it will be in front of the sea with history and dignity for a long time.",4.0,0.6808,7
10.0,"For travelers, the hotel is a place to relax and energy.Seogwipo KAL Hotel is a power to find again, with the sea and grassy yard where cleanliness and refined beauty world is unfolded.40 years ago and last year, I am gaining the power to move forward at Seogwipo KAL Hotel.",6.0,0.8591,7
8.8,"Ocean view is cool and the promenade is so good
I will continue to use it next time.
It is recommended.",6.0,0.7809,8
10.0,So good.It is a comfortable and warm atmosphere,6.0,0.6666,7
7.6,"Swimming, gym, and receiving money
This is the first place like this",2.0,0.3612,2
9.2,"I used it as a breakfast.I was satisfied with various kinds of menu without being burdensome to eat breakfast.
The bed was enough for three -person family to use and the bedding was clean.The landscaping was so pretty that I could feel Jeju Island just by walking.
There is no convenience store, except for inconvenience.",2.0,0.6755,9
10.0,"The outdoor garden is well decorated, so it was very good to walk by watching the sunrise at the seaside view.",3.0,0.6478,5
8.0,I like Ollecos in the yard,2.0,0.3612,2
9.6,I've been doing well because I chose the sea view,0.0,0.2732,3
9.2,I was able to spend the weekend so satisfactorily.It is a bit unfortunate that there was no convenience store.,-1.0,-0.6369,9
10.0,It is a hotel located in a secluded place where the sea is visible.The hotel promenade was good and the breakfast was very good,6.0,0.7003,4
5.2,"If this price, I think it's better to go to another hotel.
It's too old and there's no amenities, and the other hotels are better",3.0,0.5574,7
10.0,"The staff were very kind and upgraded and the room was very clean.The bedding was very good and the view was also satisfied.If you go to Seogwipo, Jeju Island, you will stay at this hotel in the future.",9.0,0.7837,5
7.6,"Remodeled, but it feels really old.
The washbasin is also low and water pressure is good.
Young friends are disappointed, and they feel like they have stayed in the age and leaves.
The meal was really good.",5.0,0.7579,1
10.0,It's good for the price ~ The location is also good,6.0,0.7003,4
9.6,"It is a wonderful accommodation with an amazing and amazingly beautiful garden like a high -end garden in Japan.It is a good place to walk and heal every morning.On a rainy day outside of the building, the day is a bit uncomfortable and the old terrace seems to be a bit dangerous, but the staff are kind and generally satisfied.",15.0,0.938,1
9.6,Thanks to you,2.0,0.4404,2
9.6,Jeju's best cost -effective Ocean View Hotel,5.0,0.8074,1
9.6,"I've used it many times as a healing trip, but the view is really cool!The breakfast is fine and the facilities are unfortunate.",3.0,-0.4753,3
9.2,"Breakfast is delicious and you can walk in front of you and view views.It's an old building, so I can't help it with an old and a little underlying.",5.0,0.2877,7
10.0,"The view is good, the service is good, and the breakfast is tasted.",6.0,0.7003,4
9.6,"Seogwipo Kal Hotel is an old hotel, which is a long -standing wheel, but the interior is as new as a hotel, the location is very good, and the garden reminds us of the European villa rather than a hotel.
Especially what I want to emphasize is the attitude of the employees: very well -educated employees and even cleaning maids cannot be so kind.I want to give the best grade in Value.",10.0,0.9639,7
9.2,"Kal Hotel I've been to again after a while
In the previous memory, it was only good value for money.
It was clean and so good now
The staff are so kind
I recommend",12.0,0.952,4
10.0,"Compared to the cost -effectiveness, the staff are very friendly
The view and the cleanliness of the accommodation are also good.
I highly recommend it to Jeju Island.",9.0,0.8476,5
10.0,It's best.,3.0,0.6369,6
10.0,"It is a hotel used every time you go to Jeju Island.Beach
It's good to take a walk around, and it's good to have breakfast and clean bedrooms.",8.0,0.8176,4
9.2,"As soon as you go in, you are kind and the room is enough to stay.It's clean and there's a sea in front of you.
 The only disadvantage is that there is no convenience store nearby.",1.0,0.2732,9
8.8,This is a good hotel,3.0,0.4404,4
7.6,"The room is too narrower than expected, so it's good to be embarrassed.I think I felt more frustrated for 3 days.It's an old hotel, so it's a small room.It is also close to Seogwipo city ~~",-1.0,-0.1317,7
9.6,It is a lodging that you can enjoy the ocean view that your parents liked: D has a room condition and service that fits the 5 -star hotel.,4.0,0.7184,8
10.0,"The 50 % special price floats, so at a very reasonable price
I also used breakfast.
It was clean and comfortable to have only one night.
Check out 1 hour early and take a walk of the garden with the sea.
I took a picture and had a good time
The breakfast was also very good
I think I will return to the next trip to Jeju ^^",10.0,0.926,4
10.0,It is a place where you can relax quietly for the price,0.0,0.4404,2
8.4,"The hotel is clean and the surrounding scenery is so good.If you take a walk, you can go to Jeongbang Falls quickly.
The cafe is open at 10 o'clock at Honeymoon House next door, but you can wait and eat.

It was all good, but the bed was a bit uncomfortable.I think it's a spring squeak, so it's a bit like a while, but it was a fantastic view while watching the sunrise in the room.",12.0,0.9354,5
8.0,thank youI've been doing well.,2.0,0.5574,3
8.4,thank you,2.0,0.3612,2
8.0,Quiet,0.0,0.0,6
10.0,"Overall, it was a great accommodation experience.",3.0,0.6249,6
8.4,"Overall clean and friendly hotel

The disadvantage is that there is no commercial area around",1.0,0.2263,9
8.4,"The accommodation is old, but it's good for money and it's good to walk around.",6.0,0.8271,4
10.0,Very good 😀,3.0,0.4927,4
10.0,Excellent,3.0,0.5719,2
7.6,"It's old, but it's clean.",2.0,0.5499,7
8.8,"First of all, there is a great yard to walk with the sea view.The room is very small but clean.I like breakfast sauna.But the pool is not good",5.0,0.4001,9
10.0,"Last time I used a bed room, but the floor was too much dusty and it was a bit cold, so I booked it for a bed ondol room.The Kal Hotel Garden was so beautiful and the breakfast was delicious",6.0,0.933,2
10.0,"It's not a recent hotel, but the building is not the latest design, but the best people are working in it.",3.0,0.7783,6
10.0,"The cleanliness was very good.The staff's kindness was also very high.When I went back, I wanted to use it and the promenade was so good.",8.0,0.7909,4
10.0,It was great because there was an airport bus that runs from the airport to the hotel.The trail around the hotel was also the best healing course.I want to go again.,7.0,0.8625,6
10.0,"The view was good, the room was warm, and the staff were kind.
Thank you for your trip",8.0,0.8658,5
9.2,"Clean and quiet.
It's a bit remote, but it's quiet and good.",5.0,0.6908,9
10.0,The snowy scenery and breakfast were good ㅜ !!,3.0,0.5399,4
10.0,"I have been resting comfortably
I've been there many times, but it was good every time I went",5.0,0.6956,3
7.6,"great
Bedding is clean and breakfast is clean
it is delicious",10.0,0.9217,2
7.6,It feels a little old,0.0,0.0,7
10.0,"Employees who are friendly to the good environment, thank you for a happy trip to the air ^^",10.0,0.9062,6
10.0,"Karl Hotel has been satisfied with the kindness of the location.I visited for a long time, but the landscape is good and clean, and all of the staff are very friendly.The breakfast was so delicious and diverse.Recommended around, and next time I visit Jeju Island, I will go back to Carl Hotel.I used several hotels, but the staff of the Kal Hotel were more friendly than any other hotel.And thanks to the friendly staff, the image of Carl Hotel has improved.thank you",26.0,0.9864,2
9.6,"The surrounding scenery is very good.
Even if you don't go elsewhere, you can feel Jeju
Where I want to go back!",4.0,0.5838,4
7.2,"The inside is a bit old, but it's good for money.I have a clean, friendly, and re -examination doctor",7.0,0.9136,2
10.0,Clean and the view is very good,5.0,0.7089,4
8.8,"It was so good that I had an ole road when I walked in the morning, and it was good to give it a quiet, clean, and water.",8.0,0.8802,4
8.8,"It's been a long time, but it's remodeled and clean. The staff are well educated. The room is a little small but it's not uncomfortable. The shower room bath amenity is also good.",3.0,0.9157,9
10.0,The walk is comfortable and the location is so good for sightseeing,5.0,0.793,4
9.6,"The breakfast is delicious and the employees are friendly
Even walking around",5.0,0.7845,2
10.0,"There are traces of the years, but clean and staff are kind and satisfied.",6.0,0.9161,5
9.6,It is a very good hotel for seniors to use.,3.0,0.4927,4
9.2,"Good location near Seogwipo City
Appropriate response
Old feeling or clean facility
Best is a promenade

There is a little difference from the representative 5 stars of Jungmun, but a decent hotel",11.0,0.6858,7
9.2,"It was a quiet, clean, and very satisfactory stay for the price",2.0,0.6697,9
6.0,"Just in front of the sea, the sunrise was spectacular.",0.0,0.0,5
10.0,"The scenery around the hostel is so beautiful.The Hannimun Huns Cafe, which can be walked, is also a place I want to stop by every time I travel to Jeju ~",3.0,-0.2263,0
10.0,"The accommodation is old, but the old reputation is the same.",0.0,0.0,7
8.8,Healing is healed just by looking at the open dog.,0.0,0.0,2
9.2,"Compared to the year, the room is clean and breakfast is just enough to eat.The walkway and landscaping are too low in the 5 -star and other sauns and lounges.It's a pity that there is no room service.But it's good to relax and the staff are kind.",4.0,0.7506,5
9.6,Very satisfied,2.0,0.4754,0
10.0,very good,3.0,0.4927,4
10.0,"If you go to Seogwipo, you always stay upgrade.The breakfast was delicious, the view was good, and it was good for walking.",9.0,0.8591,4
10.0,It was nice to see the sea and it was a good place to walk.,6.0,0.6908,4
8.0,"It was a bit unfortunate for the Machun Team View, but it wasn't bad to see Halla Mountain, but it would have been better to see Ocean View ~ ㅎㅎㅎ
When I went out to the beach, the sea spread out wide, so I felt overseas ~ It was a fantastic view that I was sorry to stay in the ocean view. I can't compare it with the ocean view.There is a gap in the door, so I can hear people in the hallway.It would be better to enjoy the surrounding landscape while staying more relaxed.Located in Seogwipo, there is a distance from the airport.",8.0,0.9649,8
6.4,"I like cleaning
Staff friendly
The promenade is so good ...
By the way, the old facility is inevitable.
ㅜㅜ
The price is good compared to the 5 -star, but that much
The facility is a bit old?
Not bad",7.0,0.8851,2
10.0,"I used it conveniently, and I am satisfied with the scenery and kindness.",4.0,0.7003,0
8.0,"It's been a long time since I visited Kal Hotel, and the surrounding landscape was still beautiful and I rested comfortably.",5.0,0.7717,3
8.0,"The old feeling is inevitable, but good views and high quality hospitality are advantages",8.0,0.81,7
4.4,"I asked the staff about three times, and I all felt like a soul -free NPC.Even one person is unkind to think about this a little.I even felt like.
In addition, I would like to point out that the quality of the breakfast price is very low compared to the breakfast price.The banana is not good and the food has cooled down ... I tried to use it later, but I didn't want to visit again.",8.0,0.2186,2
9.6,"The staff were very friendly, the facilities were pleasant and the hygiene, and the sea prospect was fantastic.",10.0,0.9117,2
10.0,I was happy.,3.0,0.5719,2
8.8,"After all, it is too.
It was a hotel where you can see why you should spend money at the hostel.",0.0,0.0,7
10.0,The scenery is good and clean.,5.0,0.6808,4
10.0,"I did a Mountain view, but I also liked the snowy Halla Mountain.The sea view in the garden is art.This is a 5 -star value -backed hotel.I am satisfied.There is a lot of intention to go again.",5.0,0.7876,1
8.8,"In the elevator that checks in and climbs, the old Kumumham stimulated the nose
It was a little uncomfortable when the small toilet was open and closed
It was clean and the staff were kind.
Clean and beautiful garden that cannot ignore careful consideration and age -like such as head heads
The quietness was not enough to take a comfortable rest ~
It was good that the garden was well managed ~
In the sea view, it was nice to see the cool sea.
It was good ~
Thanks to you, I will rest well ~ ^^",25.0,0.987,5
10.0,It is an old hotel.Old is a hotel with a history ... a wide garden and the sea are so cool and sunrise and sunset are beautiful hotels.,4.0,0.784,7
10.0,"The location is good and the breakfast is good and clean

The staff are kind and old, but often used

do",10.0,0.714,4
6.0,I went and the water was not filled ...,0.0,0.0,3
8.8,The view and promenade are so good.,3.0,0.5777,4
8.0,This is the sea view,0.0,0.0,5
