score,comment,afinn_score,vader_score
10.0,"I've been to all the hotels around me, but it's really not here.The facilities are so clean, so the pool is overwhelmingly good and the swimming pool water quality management is not comparable.Breakfast is a bit expensive, but it's very delicious.I want to go home because I'm tired of my trip, but it's just a place I want to stay longer.This is unconditionally here",10.0,0.7732
9.6,"It is the best rest and the best gift to me if not just a parking lot.The employees are as kind as the late and the response is fast.The spacious space of the swimming pool is good, and you can see the surfers of the colored beaches as you go down the hotel.Unfortunately, the bedding condition is a little lower and there is no sauna bath.The restaurants also have a little price.",13.0,0.9381
9.6,"Hotel facilities, kindness of employees, delicious breakfast, great Infinite pool, beautiful view.Most of them were satisfactory accommodations, but when they entered the front of the lodging, the garbage was left behind the envelope, and it was not cleared even though I talked to the front.I was very tired of the Corona city.There were too many dust on the outdoor terrace from the balcony window, and it was so doubtful that the ventilation fan was in the bathroom.Especially the tide was delicious and the Infinite pool was so good.",17.0,0.9232
10.0,"I didn't need all the environment around the price location, and the employees were very friendly and so good. It was not much different from what I thought.",5.0,0.7708
10.0,"I thought the S Hotel was good in Jeju, but the angle was completely changed.I want to go again !!!",4.0,0.571
10.0,I am very satisfied with this price because the Parnas is so luxurious and the staff is kind and the pool is so good.,7.0,0.8816
8.8,The price is not good,-2.0,-0.3412
10.0,"I couldn't swim, but I enjoyed playing in the pool.In the shower room, temperature control room, and snack bar, all the facilities were designed to carefully consider the user's convenience.",4.0,-0.1538
10.0,The swimming pool is by far the best and the decision of the sanitation of the staff was the best !!,6.0,0.8745
9.2,"The view is the best swimming pool and good, but the wind was right in front of the sea, so the wind was so strong that I couldn't enjoy Infiniti pool. I used a family room, but the room was a little small.",10.0,0.7888
10.0,"I went together with my children.It is too bad that there are only five stars, as well as the facilities, and the kindness of all people.",-1.0,0.1531
6.4,"The fact that employees are not familiar with Parnas membership must be corrected.In addition, even though the Parnas Hotel headquarters was not operated during the holiday season, the company continued to pay additional costs and used the inside of the hotel.In addition, the spa shop was used three times, but it was the worst every time, and even though it was a full package, the customer service and future service were poor.The swimming pool did not take powerful measures for foreigners to shoot their own and guests in a swimsuit.So even in hot weather, I had to visit the swimming pool with a searded padding.Even though all of this was dissatisfied, it was thanks to the sincere efforts and kindness of some hoteliers that they visited Parnas.Night Shin Chang -seok, the manager of Shin Chang -seok, Lee Moon -jung, but I don't know the name, but in the bar, the manager who cut with a slim short hair that was always warm in the bar ^^ Thank you and will continue to be very precious in the future.Happy New Year ♡",4.0,0.7462
10.0,"The staff are kind !!There are many things to see in the hotel and good room condition.Especially the outdoor pool is crazy !!Breakfast is a shot.Overall, I want to come again.",4.0,0.7482
10.0,"Everything is perfect without any flaw.Every time I come to Jeju Island, I want to pick it here unconditionally.",2.0,0.6124
10.0,Both facility services are satisfied.,2.0,0.4215
10.0,I want to go to Parnas again,1.0,0.0772
10.0,"Hotel food service services are all satisfied!However, I think soundproofing is not good: '(",0.0,-0.4015
10.0,The staff were also very friendly and the facilities were so good.,5.0,0.8039
10.0,It is a complete satisfactory accommodation,0.0,0.3612
10.0,Ocean View Good,3.0,0.4404
10.0,Infiniti can be used as you want. It was so comfortable because there was a terrace in the room.,3.0,0.6748
10.0,"I used it with two children. When I went to Jeju, I used another hotel for the first time and only one night, but it was not enough time to use it completely.",0.0,0.0
10.0,The family was highly satisfied and the pool is really big and warm.Employees are really kind.Lobby unit facilities are also good,7.0,0.7178
10.0,"In Jeju, where everything was perfect, this is the original tower",3.0,0.7184
10.0,"It's a low season, so people are not crowded, and they're so good at the right amount.",3.0,0.3902
10.0,"The location is good, the view is good, the breakfast is delicious and the cool swimming pool has made a very satisfactory sea.",10.0,0.9273
8.4,Convenience store staff are so unkind,0.0,-0.5214
10.0,I went to the prenatal trip and gave me the body pillo and the pool was good. I want to go again !!,4.0,0.5837
10.0,Good in every way,3.0,0.4404
9.6,I had a happy and comfortable place with three double beds on the double floor.The view of the sea of Jeju on the terrace was so good,8.0,0.8943
9.6,"I was looking forward to the pool, but I was satisfied enough to satisfy my expectations.The outdoor swimming pool view was the best and the temperature was warm, so I was able to enjoy the swimming pool without any problems in the cold winter.The size was so big that I was so satisfied that I could use the space wide even in the time of people.However, when I walked inside the blanket, there was a brown foreign object and requested to replace the seat.The wind blows so much that I was uncomfortable with the noise of the stomach, but I was able to replace the room right away.Overall, I was satisfied and I am unconditional!",9.0,0.9823
8.8,"Most of them are family travelers, so there are too many people in the swimming pool, not a quiet atmosphere.",0.0,0.0
10.0,Employees' kindness was also good without any missing a hygiene.,3.0,0.7775
5.6,"With this money.To get the service, I will go to Silla. Hyatt and Lotte!In terms of price, the location view is in the Ocean View of Buyoung.It was so narrow that it was upgraded and the pool view was really cool and nice, but the size of the room.Employees are not like five -stars at all.",6.0,0.1168
10.0,It's the best hotel,3.0,0.6369
9.2,Thank you for being able to leave a happy memories for Jeju travel.Parnas Hotel Jeju seems to be making employees.From the arrival to the moment I was impressed by the service of the staff.I would like to express my gratitude to all the staff in Jeju Hotel Jeju and always have fun.,13.0,0.9531
10.0,The staff is very kind. The accommodation is clean. I want to come again.,5.0,0.7713
10.0,"I came to my family, but I was so luxurious and tidy.",0.0,0.0
10.0,The snow is the best infinity pool experience,3.0,0.6369
10.0,"If you drag the carrier from the parking lot, not the drop zone, the staff came to the parking lot and pushed the carrier and the tube flew away due to the wind in Infinity Pool.",-2.0,-0.0222
10.0,The overall condition of the hotel is excellent and the reception is healed because the luxurious diffuser fills the big space.The kindness of the staff is very high and all the facilities are really clean.Jeju is a Parnas unconditionally!,8.0,0.7901
10.0,It was so good for 2 nights and 3 days.,3.0,0.5777
10.0,Breakfast pool is so good,3.0,0.5777
10.0,Best hotel.,3.0,0.6369
10.0,"I thought Shin*was the best, but I was better at Parnas !!The rice was also very good and it was good and satisfied!",13.0,0.9666
10.0,"The breakfast was also diverse and sincerity.If you're going to use the pool, of course, to Parnas ~",2.0,0.0
10.0,"It's not a cheap price, but it's so good from the facility to the room condition, so it's enough to have a hotel without having to go around. It was a breakfast restaurant and the location was so good.I steamed it",6.0,0.7279
10.0,"The facilities and swimming pool gyms were all good, and the breakfast was also delicious.",6.0,0.765
10.0,The pool breakfast is so great,3.0,0.7384
9.6,"The open view was a long swimming pool, so there was no frustration even though there were many people!But it would have been warm if the water temperature was a little higher, but it would have been warm!The promenade is so good that it's good to eat and look around!But it's unfortunate .. The pillow was so uncomfortable.",3.0,0.3001
10.0,All of the staff of the location and the facility were complete school hotels.,0.0,0.0
10.0,The pool is warm and good,4.0,0.5859
10.0,"The staff were very kind and the accommodation and the facilities were very satisfying.In particular, swimming in Infiniti pool seems to be an unforgettable memory.When I came to Jeju, I was so satisfied that I wanted to use it again.",4.0,0.8079
10.0,Good value for money in Jeju.The morning buffet was very good.The room is also good.It's a pity,7.0,0.4767
9.6,It's really gorgeous and convenient for family to stay comfortable. Whenever we visit Jeju Island always stay at Parnas Jeju.,2.0,0.8221
8.0,It is a luxurious hotel.,0.0,0.0
9.6,"I went cheaper than I thought, but it was nice to be able to use the pool several times.The amenity was also uncomfortable for the fortress for the fortress, but it was not good.",-1.0,-0.4232
9.2,"It was a room reservation with a view, but the view was about one third of the view.",0.0,0.0
10.0,"After the first visit, I always use it every time I go to Jeju Island. As soon as I enter the hotel, I really like the fragrance that I can take on.",2.0,0.4201
10.0,The swimming pool was not cold and it was the best,3.0,0.6369
10.0,"This is the third visit.The accommodation is clean, the staff are kind and the food is delicious.",7.0,0.8689
10.0,"The facilities are all clean, luxurious and really good!The staff are also very kind and relaxed!",9.0,0.887
10.0,"It is the best hotel with two daughters with four family Jeju hoces.From the hotel in the hot and luxurious and luxurious staff in the hotel, from other hotels in Jungmun Tourism Complex.This is the first hotel that I want to visit again with winter hocance.",4.0,0.6705
6.0,"Swimming pools and amenities are good.Convenience Store Coffee Shop There are restaurants with various menus.But it was not a 5 -star service and cleaning state.The lobby was under construction, so it was a market atmosphere, and the front employees also spoke office and didn't feel kind.I just did it.I don't think I want to go back.",4.0,-0.0315
10.0,"Like five -stars, all employees are kind.",4.0,0.7096
10.0,The pool is really good.,3.0,0.4927
10.0,The swimming pool is really big and good.,4.0,0.4877
9.6,I love heating and noise.,3.0,0.6369
9.6,Feeling connected to the sea in front of the veranda,1.0,0.128
9.6,I go to Parnas from Lotte,0.0,0.0
9.6,Delicious breakfast can be used after leaving the swimming pool size and after leaving.,3.0,0.5719
10.0,I recommend it,2.0,0.3612
10.0,"Swimming in cold winter hot water was like a hot spring.The gym lends all sportswear.I washed it every day from the pool gym shower and couldn't take a shower in the room.The breakfast was so diverse that I ate satisfactorily, and I used the lunch buffet.I want to stay again in Parnas Jeju!",3.0,0.69
10.0,It's my first stay in the Parnas Hotel.,0.0,0.0
10.0,"Deluxe King Ocean View I stayed for 3 nights and 4 days.First of all, the 5 -star service was felt from the hotel parking lot.You have to lower your luggage first and go to the parking lot.My wife dragged the carrier and the staff ran and took care of the carrier.Thank you very much.And when I went to the hotel, the fragrance of the hotel was really attractive.My wife doesn't like the hydrophilic product extremely, but I liked the fragrance at the Parnas Hotel.And Infinity Pool was also very easy to play.The room was very comfortable and the TV was quite large, so I could watch movies.In addition, Chromecast was supported by default, so OTT viewing was more comfortable.The only disadvantage is that the refrigerator is not cool and there is no freezer.It's annoying because it's annoying.",10.0,0.1663
8.4,"Infiniti pool is warm, so it's good to play in winter",4.0,0.7564
10.0,It's good to compare Silla.,3.0,0.4404
10.0,"Four families stayed for two days.It was cold, but I enjoyed playing in a warm grass",3.0,0.8402
10.0,It's not 5 stars.,0.0,0.0
2.4,"It was the longest Infinity pool temperature in Korea, and on a rainy day, outdoor swimming seems to be a good memory.Employees' highest levels of manners.",2.0,0.3818
10.0,"The facilities are clean and hot, so it's good to use in winter.View restaurant ~ Breakfast restaurant ~",5.0,0.7076
10.0,"It was for 4 nights and 5 days with my family.It is a satisfying space for the accommodation with the Ocean View, and it is great to enjoy the hot water pool on the first floor.I was bored at night because there was no event at the hotel.The accessibility is also satisfactory because it is near Jungmun Tourism Complex and Seogwipo.The hotel breakfast is expensive for the price",2.0,0.8591
10.0,great.Friendly,5.0,0.0
10.0,It is the best hotel in view and service.,3.0,0.6369
10.0,It was good ~,3.0,0.4404
10.0,"I was lucky to be upgraded and I stayed well and stayed well.Except for the Ocean View, there is no merit of the view (the view of the parking lot and the EAST building at the time).I was satisfied because it was not crowded because it was so wide.Breakfast also makes juice juice and good quality, but the price is so much that it feels like.I want to go again.",12.0,0.7227
10.0,It is Myeongbulheo.,0.0,0.0
9.2,The location and the rooms in the room are also good.,3.0,0.4404
10.0,Please grow further into Jeju's best luxury hotel,6.0,0.7579
9.6,"The room is so pretty that the long hot water polo view is so beautiful that I have been relaxing.If you're a little sick, there's no sauna. You have to go to the pool, but it's a pity that you can do it.",-1.0,0.0726
10.0,"As the hotel was renewed, the modern interiors and artworks were so good.The outdoor pool pool, an Infinity pool, enjoys the natural scenery of the natural scenery, and swimming is romantic and photographs in the day and day.",7.0,0.875
9.2,"A little awkward?There was a part, but I think I would like to find it later!",0.0,0.5487
10.0,It is also the inside of the Jungmun and is the best location close to the sea.The facilities were very good and the staff were friendly.The sunset is really fantastic and everything is beauty itself ~ Please experience accommodation ~~,16.0,0.9544
10.0,It's such a warm water in such a wide swimming pool in winter.,1.0,0.2263
8.8,"I took a deluxe King Deluxe Family, but the room was for the price for the price.It's a pity that there is no table mirror.The hot water pool was long and deep.The place to wash is also big and the facilities are good.Instead, the hotel slippers have to wear only in the rooms, so I went to the ug boots when I entered the pool.The buffet was also delicious.The dismantling show was also good, and it was all delicious and varied.The staff were very kind and the service was good.It is recommended here if you think of a hot water pool buffet.",17.0,0.9107
10.0,"Looking at the Jungmun Sea and swimming, the swimming pool of all time is a swimming pool.",0.0,0.0
8.4,"Thanks to the friendly staff, I enjoyed it ~ ^^ It was inconvenient to have a small room in size and no table in the room.The breakfast is delicious, the view is good, and the pool was so good ~",12.0,0.936
10.0,The swimming pool is so good. I think I will go often,3.0,0.5777
10.0,"It's a good place to see an Infiniti pool ~ Breakfast is a price wicked, but the satisfaction room is spacious and good",5.0,0.8151
9.6,"The location is good in the Jungmun, and the promenade is also good after breakfast. It was so good to walk when I looked at the sea scenery.The facilities are clean and the staff are kind to the accommodation.",13.0,0.93
10.0,"Infiniti pool, stay in a lodging, and no flaws!",-3.0,-0.3595
6.0,The pool is the best in Jeju,3.0,0.6369
8.8,"I had a happy Christmas holiday for hygiene, facilities and staff members.It was a satisfactory use except for the feeling that the event for the children who held a Christmas event was a bit poor.Except for the cold and snowy .. ^^",2.0,0.8555
10.0,Everything is satisfactory,0.0,0.3612
10.0,"Looking at the body, thanks to the outdoor pool and buffet trails, you have been doing well!",2.0,0.6476
8.0,ㄷ ㄷ ㄷ,0.0,0.0
10.0,The best facility swimming pool with clean and price,5.0,0.7845
10.0,Pool 1st place,0.0,0.0
5.6,"I first visited my family trip.It was good to feed the fish in the old look .. It was a pity that it was disappeared. I liked the fish.The sea seen in the lobby was really beautiful.Many people here are taking pictures and the pictures come out well.It's all pretty on cloudy days or sunny days.We got a room on the 7th floor.It was a general view, but it was cool to see the sea.The sun rises in the morning, and even in the cloudy weather, the sea and the sky are all cool.It was good to use because it has a spacious sink, a shower and a toilet in each room.Unfortunately, the shower facility is not good.The floor had to go down, but the floor was flat, so the water went out of the shower and flowed to the toilet and the sink next to the toilet.This was uncomfortable.It's 2 nights .. inconvenience .. ㅠㅠ Here, it was nice to have a cell phone charging line.Aliser was three in Sunna.As many people said, it was very nice to see the staff's friendly and the sea, which seemed to be a wide glass of the lobby.I didn't use the club lounge.There is an allergic of nuts in my family.The club lounge food didn't write it separately, so I had to eat it after telling me what I would have heard.Most of the floured foods tasted nuts, so I only drink bananas, tangerine grapefruit and tea, and in the evening, only chicken and other cookies and breads were eaten.As a result, I couldn't go.Jeju Island is a dinner buffet.I was uncomfortable with my family, so I tried to eat it in a hotel, but it was a pity that I didn't operate a weekday dinner buffet.Personally, I don't think I can use it in the peak season.The non -hygienic state of the mugs in the room is also very likely .. There was a lot of greasy in the cup .. I took out the cup to drink sul green tea ..I soaked it in hot water and wiped it 3 times.After all, the cups in the rooms are a bit dirty everywhere.During the peak season, I took it out to use the cup during a week, and it was absurd at the inside of milk. Parnas Jeju would be different.I don't understand why you put these mugs.Who is it to be used?",-3.0,0.3291
9.6,"I travel with my baby, but I booked a hotel .. I asked the baby bed so kindly, the view was finished, and the best was kind of kindness than any other hotels that I had gone so far !!!(I asked for a lot of things and asked me, but I was all kind and answered so kindly.) The baby couldn't swim, but I will go back to swim in the wall.",7.0,0.9578
10.0,"The pool and room service were so good.And the room was upgraded, so it was a trip to all the families.I want to visit again",4.0,0.0772
10.0,It was a good hotel for family trips.Cool view and warm Infinite pool .. ^^,5.0,0.5859
8.8,The facilities were good and the night swim was so good,6.0,0.7003
10.0,The 110m swimming pool where you can play all day and pick it up ~ ~ The gym is also equipped with all the shoe bottled water.,0.0,0.34
9.6,"Dongguan/Library is divided into the lodgings, but our lodging was a little old, but the convenience/additional facilities were shared and the staff were very friendly.",3.0,0.8334
10.0,"It's quiet, so it's good to relax.It's good to take a walk on the beach and the food tastes good.",9.0,0.8603
9.2,"As soon as I entered the lobby, the fragrance of the lobby caught my heart and it wasn't long before it was built, so the exterior and the interior were clean and good.Compared to 5 stars, I didn't like it so cozy. The pillow was not very good and I was especially comparable to Silla, which was stayed in the previous day, such as mattresses and heavy blankets.",6.0,-0.2102
6.8,"I was curious about the change in Parnas Jeju because of the memories that had been used for a long time.The pool is big and long, so I wanted to go once, so I was curious and used it.However, long use seems to be forged.It was difficult to check early, so I kept only the luggage and uploaded it later.The level of other hotel in the Chinese gate is different.From the point of view of the customer, the inconvenience is not dismissed.InterContinental Hotel Office operators were staffed, and they were not kind, and they were not considerate.The day before, the S Hotel was compared to light and shadow.It is recommended once in an infinite pool.It's just that.",2.0,-0.3348
10.0,"It was a family trip that I found again in 10 years.All three family members were satisfactory .. Room condition hotel atmosphere, especially swimming pool, etc.",0.0,0.3612
9.6,It is a hotel that collapses the Silla/Lotte mass production system.Neat and good facilities.More than anything.The longest hot water infinity pool seems to be a really good facility.I want to go abroad,5.0,0.6326
10.0,It's clean and good because it's a new construction,5.0,0.6808
10.0,Location service unit facilities were all good.It was the best hotel that didn't like it.The family asks you to come again to do it again ^^,8.0,0.4749
10.0,I went to my birthday with my girlfriend.I was satisfied with all the building service facilities.I hope I can go again later.,4.0,0.6908
10.0,"It was a family trip with a 7 -year -old 4 -year -old child.I booked only the pool and made a reservation, but I was worried about winter, but as soon as I arrived, I was satisfied not only the children but also the adults as well as the next time I canceled and swimmed the next schedule after checking out.I used the dinner breakfast Confetti, but it was satisfactory.I was worried about the hotels around Jungmun, but I recommend it to anyone.",-2.0,0.6124
9.6,Good good,6.0,0.7003
10.0,"It was a hotel I chose because I wanted to rest and stay.The rooms were clean and the staff were friendly.There's a veranda in the room, so it's more relaxed, and whatever you see in the room, Ocean View makes my trip happily.The swimming pool was clean and relaxed, and the breakfast was delicious, and there were many restaurants near the hotel, so it was better not to go far.The next time you have time, you want to go again.",16.0,0.9642
10.0,The room is bigger than the picture and the swimming pool is very good.,3.0,0.4927
8.0,One thing that is unfortunate is that there is not enough to do outside the pool.,0.0,-0.4588
10.0,The staff are so kind and the facilities are the best!I want to go again ~,6.0,0.7148
10.0,Infinity grass was also nice and the room was clean,5.0,0.6705
10.0,"In commemoration of the 20th anniversary of marriage, I stayed for 2 days and 1 night.It was a tour of the nearby art museum because it was enjoyed in the outdoor swimming pool.",2.0,0.5106
10.0,"Overall, I was satisfactory in every way, but if you put it over, the shower boostay floor in the room is dry, but it is so slippery as if you were wet.You need to install a non -slip mat or other measures.Especially if you are accompanied by elderly children ....",-1.0,0.1901
10.0,It was a satisfactory stay.I want to visit again next time,1.0,0.4215
10.0,The staff are kind and the pool has 100 points out of 100 points.,2.0,0.5267
9.6,"Before Corona, I often went to Jeju Island, but this time I had a big heart and prepared my family trip.The children went on a winter vacation and traveled to Jeju Island.I didn't have any preparations, so I went to the anticipation class, but it was a satisfactory trip, as well as the accommodation and the visit to Gapado Island from Jeju Island.In particular, the memory at the Parnas Hotel is unforgettable.The overall hotel was good, but the swimming pool was enough to make it feel the best in Jeju Island, and the morning breakfast was satisfactory because of other hotel breakfast.If you walk a little at the hotel, you can connect to the colored Jungmun Beach, and if you have a chance, it was a chance to come in the summer and give you a bath.Since then, this trip is thought to be a trip that remains not only for me but also for my family.",13.0,0.9793
10.0,The Parnas Hotel Pool is really good.,3.0,0.4927
10.0,"The room was a bit narrow, but it was kind, and the buffet was delicious and generally relaxed.",7.0,0.9428
10.0,"After all, I am satisfied with Parnas",2.0,0.4215
10.0,Outdoor hot water is wide and the scenery is good.Employees also gave you an ointment and band to ensure that you can treat them with very kindness and raw.It is a pity that the cafeteria is expensive overall.And I hope that the music selection is more colorful (the beat has been motion because the monotonous music continues to come out.),6.0,0.8516
9.6,Fantastic views and friendly services are the best 👍👍👍,9.0,0.9001
9.2,My sister and the second Parnas.I'm so neat and happy with the warmth.I want to use it again next time,6.0,0.8454
10.0,The pool and the scenery are so good,3.0,0.5777
10.0,It was very good. I will definitely find it again,3.0,0.7316
10.0,I was really satisfied with the hotel and the room was cleaned without any dust.,2.0,0.4754
10.0,"I have been with my parents, but it's so good to hung and the employees are friendly. I usually be sanitary, but I was neatly arranged and there was no mold in my joints.",4.0,0.8936
10.0,"I enjoyed playing in the pool ㅡ my family liked ㅡ I also had a good meal.I'm busy with the schedule, so I feel sorry for breakfast.Next time, I will enjoy it comfortably.",10.0,0.9351
10.0,"The outlook was unfortunate because I didn't do the ocean view, but it was so good to except that",3.0,0.6263
10.0,I like the pool and I have fun,6.0,0.7003
9.6,"The location of the hotel facility, etc. It was so good, but the hotel staff's smiles were so friendly. Thank you very much.",9.0,0.9426
10.0,"The staff are very friendly and used lunch, but there are many kinds, and the ingredients are fresh.",3.0,0.6365
