,score,comment
17,10.0,"There was no food or something like this, so I had dinner in Jeju City.I was so satisfied that I planned to play with my child.The pool has a variety of water levels, so it was good to be able to swim by choosing where the child wanted, and the accommodation was wider than I thought ^^ And it was very clean ~ I was satisfied.I decided to go one more time next time ^^ It was a bit difficult to park, but we had dinner and went in the evening and parked at the nearest place.The other cars looked at it all, so I put it on the shoulder."
18,10.0,"I used it by my mother and a four -year -old daughter.
I was so satisfied that I was able to rent a bed guard and stroller for the baby.I was frowned and I had a meal, but the staff had to eat comfortably for a while.
Because I was trying to do a hoced because of my baby, I had a good condition for the accommodation.
The surrounding area was surrounded by forests and lakes, so it was also healed. Nearby Eco Land was good. Unlike other hotels, the floor heating was good."
19,10.0,"If this price is at this price, from now on traveling to Jeju, it is an eco -land pick and a pick.Great site pretty views are good room -in -room fantastic swimming pools.It's not a big buffet, but it's a buffet that I picked up and used it.If you live in Jeju Island, I think it's worth eating.It's perfect for Hokans."
20,10.0,"1. Once you go to the hotel, you start healing because it is a forest trail
2. The staff are friendly
3. Good swimming facilities (good to take pictures)
4. I felt that I spared no money when I made a hotel
5. At this price ... it can no longer be good ..
6. No need to go to Southeast Asia .. Sincerely ..
7. The bread is delicious in the hotel cafe
8. Free laundry and drying facilities available for more than 4 nights

I'm using the Parnas Sweet Room now
Eco Land is also good enough to consider the price and so on."
21,10.0,"I lived in Jeju, so I was worried that it would be in a very familiar place to stay in Jeju and stay in Jeju.I was able to feel the atmosphere of another country.It was a variety of different types and good. I want to go again next time :)!"
22,10.0,"Neat rooms cool swimming pool friendly staff delicious breakfast
It was a really perfect hotel.
Thanks to the three family trips, we start comfortably.
thank you!"
23,10.0,"Once the price is reasonable and it is in the forest, it is automatically bathed.
The rooms are generally large and the pool is very good.The land of the eco -land is wide, so the walk is good, but the moving line is a little long.There are plenty of parking lots, and employees are generally greeting in the eyeballs.It doesn't change.The sad thing in the pool is a low season, so there are few people, but it can be used because it can be used for the sunbed and used.The pool employees seem to need CS education, which is eye -catching and greeting like a room employee."
24,9.6,"It's so good to eat dinner buffet, rest in the room, and use the swimming pool. This is the third time.It was amazing that the staff were kind enough to know how they hired."
25,10.0,"It was my first family trip to Jeju Island.
The staff were so kind and the pool was a bit cold.I hope it was a little warmer in winter.
The bedding, the best toilet and the best bakery were so delicious.The view from the cafe was really like a work of art.I want to go back when the weather is good next time.The location was caught by Kakao Taxi even though we didn't have a car."
26,10.0,"As a golf trip with a couple, the grass was fine.The staff's kindness seemed to be the best.
I have a re -examination."
27,10.0,"It was a very satisfactory accommodation ~~
It was a comfortable mind in 7 nights, and I want to go to the wall again ~~ It is recommended again because the atmosphere is good ~~"
28,10.0,"I first visited Eco Land Hotel, but it was really good
I have a lot of breakfast to eat, so I have a lot of concerns about what to choose.I want to use it again next time.At that time, I want to tie it for 4 nights and 5 days."
29,9.6,"I found it by chance, but it was so clean and pretty and I felt like I came abroad.
The price was so good compared to the room, and it was a satisfactory stay.
I had to walk the pool outside, but it's a little cold at night, so I haven't been to the pool.
The breakfast is delicious and the restaurant view is good
The staff are all kind !!
It's a hotel I want to visit again, and I uploaded a picture."
30,9.6,"It was a good accommodation without falling out
I had both dinner and breakfast, but there are many foods that my child can eat
It was fun to eat without worry.
It's ambiguous to be a convenience store, but it's small and pretty, so you can buy it there.
Please note that this will not be inconvenient if you come or buy before or buy it before the accommodation.

What are you talking about?
The room was so good and I did it well, but I cleaned it well.
Instead, there was a little dry

The pool was not diverse, but I played well
If you are looking for a place where you want to rest rather than activity, the eco hotel will be customized !!"
31,9.2,"After eating dinner at Jeju restaurant, I checked in late, so I was assigned to the end of the building.
It is good to contact the room near the pool during check -in.The streets are not stopped for using children and swimming pool bakery stalls or lobbies.
The pool is thumb!
The hotel view from the warm water and the pool is very good with the feeling of coming abroad.
The stall in the pool is a bit price.
There is a shower dehydrator in the dressing room in the swimming pool, so it is recommended to swim after hitting the swimsuit in the dressing room rather than going to wear a white gone in the room.In the summer, other seasons are so cold even if they wear a gown in wet swimsuit.Sampu, body cleanser dehydrator and dry towel are placed in the shower.
If you stay here at the hotel, the eco -radial ticket was half price discount.
Swimming and Eco -Land tourism are recommended.
The staff are kind and the facilities are fine.
The room is clean but it doesn't feel 5 -star.
I hope you swim ..
I want to go again next time."
32,10.0,"I went when it was cold, but the pool water was so warm and the circled photo was not going to go to the child.
There is a canteen, but I can't use it because I go late and close the door.
The accommodation is quiet and it is so good to come with lovers and families
I want to go again"
33,9.6,"Needless to say, it was the best of the accommodation I have been in and to play the pool.
I was so happy to travel to my girlfriend's birthday
The staff are kind and the room service is very fast> <
The room is also a girlfriend's birthday, thank you for upgrading!"
34,10.0,"I purchased and used it as an Eco Land Pass Package product.
Next time, I'm going to grab more time and go.
The hotel swimming pool was also good, but it was a pity that I used the bridegroom alone in the evening and took pictures."
35,10.0,"Clean, beautiful, spacious and kind.
The pool was also good, but the day we went was in the cold, I only took pictures in the pool and was in Onsu -tang.Personal sloppers are required when you go to the swimming pool.It is slippery and freezing when moving.It was nice to have a shower and dry in the outdoor dressing room.
I used it because I was good at dinner, but it is recommended.Especially the sashimi is delicious.
The bathtub water pressure in the room was also comfortable because the water was filled with water.I had to walk for a long time from the lobby to the room, but it was a pity."
36,10.0,"Plan to go with the family one more time
The best satisfaction of accommodation ~~
Healing accommodation
Even if it's the best hotel in Jeju Island,
Nature and clean and so good
Outdoor pool life shot comes out ㅋㅋ A wonderful place"
37,10.0,I think I have to come often
38,10.0,Good hotels in many ways
39,8.0,"I visited a family trip.
There are disadvantages without surrounding facilities, but it is enough to enjoy nature.

However, it would be better if the price was added to the use facility!"
40,9.6,The facility is clean and good value 😀
41,8.0,"Difficult to find facilities in the building
There is no convenience store.
There is no place to eat except buffet.
Davidsam.

But clean and lake view is good
It seems like it's okay for about a day or two"
42,6.4,are you okay
43,10.0,Better than you think
44,10.0,"It was a dinner buffet art, especially the rooms were very good."
45,9.2,"This is the third visit this time. Lake view was pretty and hot water was so fun ~ The water guarantee is very clean and hygienic and the night view is especially pretty ~~
My mom was at the first time playing the pool water, but it was very fun.
If you loosen it, you will come again ^^"
46,9.6,"I used it with my friends, but it was really good
But it seemed to be difficult to move without a car.
I don't think the taxi will go to the hotel.
Still, both room condition and swimming pool were really good!
The next time you visit Jeju Island, you want to come back!"
47,9.6,I have been doing well for one night.
48,10.0,"Employees are also kind
There is a hot water pool in winter
Suyoung's favorite people are cool
Have fun with the scenery
It is a place that can be held"
49,9.2,The price was high for the price and the staff attitude and the accommodation hygiene were excellent.
50,9.6,"Clean is the top priority, but it is so clean and good"
51,9.2,"It's so good in accordance with the lodging hygiene.
The price is also okay if you do this in Jeju Island.
It takes a little time to listen, but Jocheon -eup is a middle position to go around Eun -geun Jeju Island.
The hot water pool is also when you do it depending on the weather situation, and when you do not do it, I think you should recognize it."
52,8.8,"While looking for a hotel where you can play in the winter, I got to know this hotel with a recommendation.It was a wonderful place with a big outdoor swimming pool and artificial lake.I relax and go comfortably for two days."
53,9.2,"I play well
Clean and swimming or the surrounding landscape"
54,9.6,"It is a place I want to recommend in Jeju Island so that I can think of it only one day.The pool was so good, the hotel facilities were good and the breakfast was so satisfying, and most of all, the free shuttle was so good at the airport.You can go to the traveler.Unfortunately, there is no place to eat nearby, so I think it would be better to buy something to eat."
55,10.0,"The hotel is so pretty.
It's so clean
Eco Land is so pretty ~
I almost went back to concentricity"
56,10.0,Really recommended.✨👍🏻
57,8.8,"I used it on weekdays, so I had little people, so I played the pool well, but I couldn't take a picture on the weekend."
58,10.0,The bedding was clean and everything was good.Swimming pool!
59,8.8,"There was only one electric vehicle DC combo charger, so it was good except for the inconvenience.Ah ... it was a little hard to find the lobby and the hostel ^^ ;;"
60,9.6,"I first visited and I liked it so pretty since the lobby.I also stayed in the Premier Di Lux room, but my parents and my wife were spacious and good.Scheduled to stay next time"
61,8.4,"It is good to enjoy a variety of swimming pool eco -land buffet at the hotel
The pool is a bit narrow compared to the guests.In summer, I think it will be okay if the main pool can be used."
62,10.0,great
63,10.0,"It was good to use the swimming pool with the family because it rained throughout the trip.
The breakfast buffet was also delicious.The rain was hot."
64,8.8,I was satisfied
65,10.0,It was so good to karaoke karaoke at the facility swimming pool of various accommodations.
66,10.0,"From the moment I entered the lobby, I was so warm and happy for the staff who greeted and greeted me all the time.
The room is so spacious .. The room is also very hot .. I used it with my children last year, but this year I was traveling with my sister alone.It was much more luxurious, comfortable, comfortable, and good than a slightly lower high -end hotel. The pool was quite wide and warm and nice.Thank you for helping me a good trip.Eco Land Hotel ♡"
67,7.6,"Accommodation, night pool and relaxed breakfast ..
I am satisfied with the Eco Land Tour"
68,10.0,I am very satisfied.
69,8.8,It's too bad to stay for a day.The bed is scary.Pocha Eun -geun is okay in the swimming market
70,6.8,"Never joke
Breakfast is more expensive than food!Well tastes?"
71,10.0,Comfortable accommodation. Kind.Best service
72,9.6,"I like to rest quietly
Pool the best"
73,9.6,It's good enough to fall asleep when the bed is good.
74,9.2,"It was not far from the airport.And the room is very big and clean.Four people went together and shared two rooms, and they all were satisfied and said it would be good to come again.The pool was also so good.I thought it was so beautiful to see the stars shine in the sky at night swimming.But the swimming pool shower dehydrator was broken and the operation was not working properly.Except for that, I was satisfied with all."
75,10.0,I like it because there are so many things to do around the hostel
76,10.0,good hot swimming pool
77,9.6,"It is perfect for life photos and water play.
When the pool is far away, when I move, my hands and feet are freezing.
The accommodation was wide and good, but I couldn't sleep until dawn."
78,9.2,"The real thing is more comfortable and better than the picture.
The location is a little remote, so it's good except that"
79,6.0,"I like everything except that the location is not a tourist destination.
Breakfast is good and the pool is good
The price is also cheaper than the facility"
80,9.2,"The location is a bit unfortunate, but the hotel facility service buffet is all satisfied."
81,9.2,The best price!
82,10.0,"The rooms are spacious and comfortable ~
The facilities are also easy to use and breakfast is delicious!"
83,10.0,Too clean
84,6.8,The healing time scenery that is enjoyed in the forest makes the unforgettable memories.
85,9.6,"It was more than expected.
200%doctor"
86,8.8,"It's kind and good, but it's hard to move in a little outside.And it took a long time because it was far from the facilities and the accommodation."
87,10.0,The best hostel pool is also good.
88,9.6,It's like a fairy tale accommodation and it's been a good place in hot water pools.
89,8.8,"The pool was the best
I have a doctor"
90,10.0,"From check -in to check -out, I traveled to Jeju Island with a good service ^^"
91,9.2,"Compared to the 5 -star hotel, I was impressed by the room condition that was not pushed at all. The bed is a high -quality Simmons ~ There is no dust in every corner and cleans it every day."
92,10.0,great
93,9.2,"Pleasant and lake view is cool.The hot water is not so wide in winter, but the view is cool."
94,9.6,"I was satisfied with the quiet and snowy day.In particular, the gallery art is so cool and enough to relax, so it is recommended as a healing trip.Hallasan Soju, which is served with shrimp and depletion, makes memories.I will visit again with my family.The spa is nothing to say.However, I hope the temperature of the jjimjilbang is a little higher.It was very cold because the day we visited was snowing.he"
95,8.8,I feel like I've been resting at the resort without going abroad.The cozy and sensitive neatness of bedding and pillow interiors was able to enjoy the cleanliness of the employees who are satisfied with the cleanliness of the staff.It was a little unfortunate because of the cold swimming pool staff and buffet and pocha restaurants.
96,9.2,There is nothing more to do.
97,10.0,good
98,7.6,"It is located in a place where you have to move by car, but the natural design and Infiniti pool are also beautiful.But the service is dissatisfied…
SNOW DAY upgrade cost 50% discounted sign table is different.The carrier has a hassle to carry back and forth at 11 o'clock."
99,8.0,"It is a good hotel for four seasons and is a clean, luxurious and very good hotel."
100,10.0,Clean and kind !! The breakfast and restaurants are very delicious
101,10.0,I think I'll choose again next time because it's better than the price.
102,9.2,"I went on a trip after a long time
It was not easy to go out in the snowy weather
Fortunately, the hotel was big and wide, so I rested it well.
Breakfast dinner buffet is good !!!"
103,9.2,"The facilities were so good and the pool was the best ~
I was so excited about dinner, so I tasted it
It was not enough ㅠ But soon again, Eco Land soon again
I'm going"
104,10.0,A good place to heal
105,10.0,"The atmosphere was much better because of my eyes.All the facilities are clean and the pool is good, so I enjoyed playing well.It is recommended."
106,9.6,"More than expected ... clean!
Very good for the price
Comfortable rest is guaranteed and the harmony of other facilities is different."
107,10.0,The facilities are so good that I really don't envy Southeast Asia.
108,7.6,"I don't go out and take a good rest in the hotel ~~
It was so cold because the pool was so far, but it was good to use it once. The dinner was so delicious :) I don't want to go to a lot of destinations."
109,6.0,"This is a hotel selected because of the swimming pool
I don't think I'll go back in winter
There is a long way to the swimming pool and it is so cold, but the water was not warmer than I thought.
If it's summer, you may want to go back, but if it's over 100,000 won, I think I'll think about it again.
Two weeks later with my friend, I had a plan to travel with my parents."
110,9.6,"The hotel was pretty and the room condition was so good. The terrace view was also good, and I liked the toilet and shower separation.The hotel was also easy to use and it was a good hotel to walk."
111,10.0,"It's a wonderful European hotel ~~ I used it because I liked the reviews, but this backper is satisfied."
112,9.6,"I think it's the best price
I felt the inflation of Jeju's accommodation expenses
It is a very good hotel
Except for the road to the swimming pool ..."
113,10.0,"It was cheap, but it was so good that it was clean and used to use the pool."
114,9.2,I believe you will know the location.
115,10.0,"Unfortunately I couldn't use the facilities for this trip.Next time, I want to use the facilities in the hotel ~~ 2 nights .. It is so comfortable and kind.It's so bad that I haven't looked outside the hostel .. If you go to Jeju Island, I want to stay here."
116,9.6,"The accommodation was good and the staff were kind and hot, but it was good to clean the cleaning and replace the disposable towels."
117,10.0,"I couldn't use the hotel unit facility on this trip ... Next time, I want to make a day schedule."
118,6.8,It's okay for households.
119,9.2,"Everything is too perfect, but it's not enough to eat.There is only one buffet and there is no common convenience store.The neighborhood that needs to be eaten in advance ... There is little delivery.Nevertheless, the price is the beneficiary compared to the luxurious atmosphere such as the room size and the G -floor gallery."
120,8.4,"It was a lake side view premium accommodation, and it was hygienic clean and good view.The outdoor swimming pool was hot water, so it was available for relatively cold weather, and Eco Land was also discounted and used well.If you are a family trip, I recommend it."
121,9.2,It's best
122,8.0,I enjoyed the vacation alone with my son.Some of the swimming theme parks are a lot of regret
123,10.0,"When I traveled, I see the most cleanliness most of all, but the staff were so clean and the accommodation was cozy and pretty !!"
124,9.6,"It was the first day of the raining Jeju Island family
Even though it was late, it was good to be kind to upgrade the room.
It was raining a lot, so I couldn't even go to the hotel's external swimming pool."
125,9.6,The facility is clean and good
126,8.4,"I visited my family in June 23, so I remembered it again in January 24.

The coziness of the open -air bath and accommodation in winter was so good as it used to be.

I have another doctor."
127,9.2,"The location is quite inside, so it takes a lot of time to go in and out.
But if the room is clean and the day is good, it would be nice to be able to use the pool."
128,8.0,only one restaurant for long stay guest is no good and too expensive
129,10.0,The warm herringbone ondol floor was so good.The ROMCOND was the best and the water quality of the outdoor pool was so clean.I think it's the best hotel for quiet healing.
130,9.2,"I had two nights with my 6 -year -old twin kids.
First of all, I was very satisfied with the lodging hygiene, and I asked for a stroller and bed guard.
And how grateful it is for the children to use the swimming pool easily ...
In addition, the indoor swimming pool was used for two days, but despite the outdoor road, I made exciting memories of running while looking at the beautiful scenery with the children.
I am a return doctor 100 %."
131,9.6,"It's a deluxe premier room, so the room is spacious and there is a bathtub."
132,9.6,The outdoor pool is the best.
133,9.2,"If you are going to use Eco Land, it is a great place to stay for a day.The pool is also great ~ in summer
Recommended !!The landscape and Infiniti pool are good ^^"
134,10.0,"The location was a bit unfortunate, but it was the best.The child especially liked it.That's why I want to go again."
135,8.0,"The exterior of the hostel was really pretty and cool ~~
The price was also reasonable compared to the 5 -star hotel, so I was satisfied with the window.Please keep the cleanliness"
136,9.6,Very satisfying accommodation and meals
137,9.2,"The inside of the hostel is pretty and good and the pool is always open.However, it is in a remote place, so I have to buy food inside unless I pack it somewhere, but I don't have a lot of options.The staff were all kind :)"
138,4.8,"Although it was a holiday season
On a cold day, the hot water was presented with the complaint, but I was waiting for any gesture."
139,8.4,"Facilities Friendship 100 points of hygiene

The location is out of the position, so there is an inconvenience to go out and go out.

100 points if you plan to play a meal only at the hotel"
140,8.8,"I booked a single night to use the pool, but the water was warm and good!"
141,9.2,"Castle -dong double bed is really big and large.Clean and room condition is good.Amenity is also special.Hot water pool We are so satisfied with our friendly guest Eco Land 50 % discount !!Return to 100 % !!The location is a disadvantage, but there is nothing around.It's a restaurant for 5 stars, but the price is too expensive.The room is spacious and good at hot water.The downside is that there is nothing to eat, and the cafe convenience store is expensive, but if you use the swimming pool for the price compared to the number of people,"
142,9.2,"Quiet, clean and good"
143,9.6,"The accommodation is good and the building itself is so beautiful.
The outdoor swimming pool is really fantastic.
It was possible to use hot water pools, but it was so good even in cold weather."
144,10.0,It was great!I had fun because it wasn't crowded with outdoor swimming pool.
145,7.6,"I have to solve it all in my accommodation, but I feel sorry for the narrow choice, but I felt like healing in the forest in a clean and exotic atmosphere."
146,9.6,It was the best hotel that matched the beautiful surrounding environment with a fairy tale room.
147,10.0,"It's a hotel that is suitable for the word rain.
The trip to Jeju was so tight that I got a good night's room, but I thought it would have been good to enjoy it.Let's stay again next time!"
148,10.0,I'm crazy.
149,10.0,"It was clean and most of all, the pool and dinner buffet were really delicious."
150,9.2,The staff are kind and there are many things to see in the hotel.
151,9.6,"I made a reservation after seeing a hot water pool, but it was so perfect from the facilities to the hygiene.
Breakfast was so delicious ~~!
There is 200 % of the doctor of return ~ ^^"
152,8.8,I was clean and overall so satisfied
153,10.0,"If you are a family trip with children below elementary school, I really recommend it.

The swimming pool (hot water) convenience store bakery that runs late at night. And Eco Land Walking Travel.

One thing that is unfortunate is that there is a shower room in the swimming pool and a beach towel, but it is not good for the children to see the hotel and the pool with the hotel gown and the (nonwoven) slippers.

As it is a new accommodation, you need an etiquette that is cleanly used for the next guest."
154,7.6,"2 nests are good by using family orchard pool facilities
There is a lot of time to eat as a travel time while traveling in the city."
155,9.2,It is a place I want to come again in the wall
156,9.6,"The Eco Land Hotel's accommodation, which was understandable for the 5 -star price, was a bit inside, but it was good to feel calm and calm.I added breakfast, but I was satisfied and I was satisfied with the warm hot water pool in winter!The family were all satisfied.I want to visit if I have a chance next time ~"
157,10.0,"It was a lot of snow, and I was good at snow removal and satisfied.I saw a review that was cold to the swimming pool .. It's really cold and slightly poor.The water is warm too!"
158,9.6,"great.The location is ambiguous, but the nature is good and the facilities are good."
159,8.8,"The swimming pool was opened until late at night, but it was winter, but it was very fun.If you don't use the buffet, it's a bit difficult to resolve your meals.The microwave is also common, so if you have a packaging food, you have to come down underground and warm it up.But the staff are really kind and enjoyable with their children.We used the shuttle well, but no one used it.ㅋㅋ I flew to the airport for 40 minutes and arrived.I only traveled to Jocheon, but if you are traveling in several places, it is very suitable for healing rather than sightseeing."
160,9.6,"After climbing Hallasan, I stayed close to the location."
161,9.2,"I recommend it without having to say anything else.
The swimming pool was also so good."
162,9.6,"I went with my parents and I was worried because my parents were tricky, but I had fun swimming in the pool hot water pool.
And the taste tricky mother continued to say that the bakery is really delicious from the breakfast, and said that it is delicious with the sake and the bomal porridge.
The pool view is so good and we will go on a family trip on New Year's Day or on weekends.

In particular, as soon as I arrived and got off the car, the staff who were welcomed at the entrance of the hotel was so kind that the image of the hotel was so good 👍
Other hotels are kind, but as soon as I get off, I want to go again.
It will be more than 2 nights in the dumplings !!best"
163,9.6,"It was so good for four friends to use at an affordable price.The surrounding landscape is wonderful and the room satisfaction is very high.Breakfast is also delicious and good.The pool was good in the evening, but I was surprised that it was so cold when I moved from the lock car room to the swimming pool.Anyway, it is so good overall and will be used again in March."
164,9.6,"Really go with your family
It was the best at first, but it was a bit of a location, but I think it's a private and good."
165,8.8,"The location is a little out of place
It's nice to go here and there from inland"
166,10.0,Thank you for your happy memories at the unique and sophisticated Eco Land accommodation.
167,8.8,It's clean and well managed as it hasn't been a long time!
168,10.0,I like it so much that I want to go again next time
169,9.6,"Reminiscent of European castles, the Ecorand Hotel was a clean and warm hotel.
The room condition was good and the pool gallery was good.
Breakfast is also good for the price ~~~"
170,10.0,"I really regret only one night ..
The facilities were good and the staff were friendly
Even though it is winter, I play so happily in the hot water pool!
It was also raining because it provided an eco -land ticket, but I also enjoyed it so much :)
If you come to Jeju again next time, you'll come to the Eco Land Hotel!"
171,9.6,"This is the accommodation I booked for my boyfriend and Jeju Island trip.It was raining on the day and it was cold, so it was chilly, but I had the best time.

The pool is not to say ... I felt so clean and I felt like I came abroad.Walking overall, it is well decorated enough to feel good, and the amount of money is used at a low price."
172,8.8,"Located far from downtown
It's a bit burdensome to have breakfast every day ...
It is very good with a lake, except for a very slightly wet point in the rescue.
I went to October and just booked to go back to my parents in April."
173,10.0,"It seemed to be isolated in 12/25 heavy snow, but I was so impressed with the signing of each chain at the hotel!It was the second visit, but it was really clean, spacious and good :)
It was so cold that the outdoor swimming pool did not go up, so I couldn't use it, but I planned to visit later!"
174,7.6,This is the best place for walking trips such as Oreum and Hallasan Eomaenggak.I was especially satisfied with beds and bedding.It's been a long time since I sleep in the destination.I'll go again next time.
175,8.8,"I'm going to return this year.
It's a good hotel to relax."
176,8.8,"It was a little uncomfortable because the swimming pool moved outdoors, but it was clean and nice.There is no restaurant right nearby, so you need to drive and move"
177,9.6,"It was a warm, clean, friendly and cozy house, and it was ondol, so I liked it so much :)"
178,9.6,"Everything is more than the perfect hotel praise cleanliness staff.It's just a remote place, so I think it's good to have a little snack when you go in."
179,10.0,"I am satisfied with the facility in both swimming pools and inside.
The room felt a little smaller than I thought, but I was satisfied with the bathroom or cleanliness."
180,9.6,"It was good to be able to enjoy everything in the hotel, and the room condition was so good and oyster!"
181,8.8,"The Mediterranean hotel building in Mt. Halla is so pretty.

The light stem that shines over Hallasan
The swimming pool, which is shiny with a golden wave in the pool and the water vapor rises above it, creates a dreamy atmosphere.

One night was a very sad time.
Next time, I will come longer to enjoy the promenade, pool and holiday of a pretty hotel."
182,9.2,It's clean and the theme park is also good ~
183,10.0,A quiet and comfortable atmosphere in the mountains
184,9.6,"great

The pool is so cold"
185,10.0,"I came to Jeju Island for 3 nights and 4 days, and I was going to come back to the hotel, which was the most satisfying hostel without falling out of the service."
